Original text,Original Tag,Senti score,Senti words,Prediction 
"i have yet to receive a 911 w/o problems.this one has body and tail booms shakes.tail rotor does not sit level, perpendicular, to set the gyros.[...]poor quality control. returning.",Negative, 0,quality,Positive
"i bought this as a spare.  first time out, after it binded, it took off and kept going until i lost sight of it.  would not respond to the transmitter.",Negative, 0.5,time lost,Negative
"i was not happy with the way this bird flew in comparison to the new and improved v911. if you need to replace your bird because you totaled it out, just get the new and improved v911, don't mess with this one. i'm not sure what the difference is but this heli does not fly as well.",Negative, 0.14285714285714285,happy new improved new improved mess well,Positive
"i had severe balance issues with the blades, right out of the box.  had to replace them with a new set immediately.  i ended up rebalancing the original blades later, and they worked fine after that.this helo is available for half the price elsewhere, so i am giving it one star for the fact that it is overpriced here and suffers the same quality issues that all of the other chinese helicopters suffer.",Negative, 0.39999999999999997,severe balance issues right new original worked fine available giving overpriced suffers quality issues suffer,Negative
"not impressed at all. as other reviewers have mentioned, the price is much too high for what's included. the tote bag is very cheaply made and only fits what comes with in the package. the activity book is boring and doesn't contain anything to hold a child's attention for very long and the markers are cheap. i would never pay $30 for this.",Negative, 0.75,impressed cheaply boring cheap,Negative
"first, upon receiving this in the mail, i have to say that the packaging is huge and over the top. they put the bag and the coloring book side by side in a giant box. it's completely ridiculous and very wasteful. once we unboxed it, it didn't get much better. the bag will really only fit the markers and the book (i really thought it would be more like a cute messenger bag to fit a couple other items). my daughter loves taking her coloring ""purse"" around, but i really hoped for more. the bag also has that weird plastic smell. you know the one - it smells like a new shower curtain. it's really not something i want in my house. it's a fabric bag (i think) but maybe it's the print on the front? either way, it stinks.next is the ""activity book."" sure, i guess, but really it's a pretty run of the mill coloring book. the other problem is that the pages are really thin and flimsy. when using markers, i tend to buy marker/paint paper for my daughter. this paper is way too thin for markers. some of it goes through to the other side. my daughter even managed to color a hole in a piece without trying overly hard.and the markers? well, there's a nice range of colors here, but they don't provide much coverage and they are a little dry. skip. try something crayola branded instead. you'll get a lot higher quality product for a lot less money. and they have plenty of nicely disney branded options. i'm sure you can find a cuter messenger bag to hold everything elsewhere as well. i'm headed to etsy.",Negative, 0.29166666666666663,huge top ridiculous wasteful better fit like cute fit loves weird smell smells like new pretty problem flimsy well nice quality nicely disney well,Negative
"this review is written from the viewpoint of a parent and educator.presenting this box to a young child makes an impressive gift.  it&#8217;s large, colorful (of course, it&#8217;s disney!), and eager little hands can&#8217;t wait to open it.  but, be prepared&#8230;for all its packaging and size, there is surprisingly little inside the big box.  it contains:  a spiral bound activity book (basically, thin sheets to color); 12 markers of poor quality with insufficient amounts of ink in them (how frustrating!); and a messenger bag with velcro closure.the sheets in the notebook are too thin for the markers; colors will bleed through to the back side.  and if the markers were really &#8216;wet&#8217; enough, color would seep through multiple pages.  there are pages that are intended for older children, missing the mark of this younger audience.  it would have been a nice touch to add sheets of stickers and a glitter stick.the messenger bag is nicely stitched canvas.  the minnie mouse, flowers, and bird painted on its cover seem to be heat-sealed and should hold up to a child&#8217;s use.  the disney logo is 3-d.  the markers can be seen through a narrow, long opening in the bag.  slipping the back cover of the activity book into the bag is how it&#8217;s held in place.what i dislike is that the bag is open on the sides.  this prevents using it as a tote bag.  if the activity book is removed, a small, slim book could be inserted there, but not much more, rendering this a fairly useless bag for future use.prices fluctuate at amazon, so it&#8217;s not a good idea to include them in a review.  however, i wouldn&#8217;t want to mislead you, since this may not be the quality of gift you have in mind.  at its present price ($29.99) i can&#8217;t recommend it.  other than the disney licensing costs, there is absolutely nothing in this box that amounts to more than a few dollars (if that) to manufacture.if you still intend to place an order, make sure you buy a set of decent markers; the originals won&#8217;t last.  they need to fit the opening in the messenger bag&#8217;s space.  and if you are considering another activity pad or art paper, it must be thin enough to fit into the bag.  it shouldn&#8217;t exceed dimensions of 7.5&#8221; length and width.one final word:  don't.",Negative, 0.16666666666666666,young impressive gift colorful disney eager open poor quality insufficient frustrating bleed enough nice touch add glitter nicely disney opening dislike open fairly useless future good idea mislead quality gift recommend disney absolutely still order decent fit opening space enough fit exceed,Positive
"my daughter loves minnie mouse, but this was a disappointment.  the tote bag isn't really a tote bag at all-it holds the markers with some elastic strips that only fit the cheap markers it comes with.  the book itself is really just a coloring/word search type book-there are no stickers, punch outs, etc.  and the book doesn't really fit in the small pocket in the tote.  you can squeeze it in, but my daughter wasn't strong enough to push it in there.  the markers it comes with are cheap and not washable! overall, i would say $30 is outrageous for this! it's just a few inexpensive markers and a coloring book!",Negative, 0.4545454545454546,loves disappointment fit cheap punch fit strong enough cheap outrageous inexpensive,Negative
"this is overpriced. this is a huge trend in the market overall. things that should cost much less are being extremely overpriced. people, strangely, are paying for it too. this is not a bad product. the markets and case and all are fine. my niece loved it and used it, adding it to her collection of creative supplies. there is no reason this should cost $29.99. this should be $10 at most. can you imagine working a minimum wage job for almost 4 hours just to pay for this? thats nuts. these products cost barely nothing to manufacture and the profit margin must be huge. for my money i'd rather buy my child something like the reeves assorted 12-milliliter watercolor paint, 18-pack which is less than 1/2 the price and will last way longer. the roseart supertip washable markers, 100 assorted colors for $15.99 here on amazon is a better deal too. figure out what exactly your child wants and then spend the money on that. dont be fooled into spending more for less. coloring pages, bags, all make you think you are getting more but this set has 12 rainbow markers. unless you child loves to use the activity book i'd stay away from this. even if they do like to fill out activity books this one is only $7.95: disney minnie mouse coloring and activity book set (2 books ~ 96 pgs each). with the roseart supertip washable markers, 100 assorted colors for $15.99 here on amazon you will still be spending less.if we all refused to buy overpriced stuff the prices would fall. they'd fall like a rock back to where they should be. i bet at $9 this product would still yield a profit for those selling it.",Negative, 0.37500000000000006,overpriced huge overpriced strangely bad fine loved creative reason huge like better fooled rainbow loves like disney still refused overpriced fall fall like still,Negative
"those were the first words out of my 4-year-old granddaughter's mouth when we opened the box. and frankly, i don't blame her.the box promises ""puzzles, games, coloring pages and more"". it says there's a 100 page activity book inside. well... i can't say there's any false advertising here. but it sure was a lot less than we expected.first of all, our idea of an ""activity book"" is something that typically includes stickers (a big hit with most little kids), various games, and diverse other entertainments, including mazes and coloring pages. the activity book that comes with this set is really nothing more than a coloring book. no stickers; very few other ""activities"", and those that are there are really extremely lame.the shoulder bag that comes with it is virtually useless other than to transport the ""activity book"" and the markers.the markers themselves are almost useless. very poor ink flow. lousy quality.the munchkin was bored out of her mind with this set in under ten minutes.if i were buying this set in a store, i'd value it at under ten bucks. as of right now, it's selling here on amazon for thirty. you're paying for the disney name, imo.",Negative, 0.4999999999999999,blame promises well false idea useless useless poor flow lousy bored value right disney,Negative
"nice carrying case. good design, pretty high quality. room to snugly fit pens, and also fit the activity book. the activity book is large and will last quite awhile.so why two stars? the pens are all horrible. simply the worst pens i've ever seen. and not just one or two which could have been attributed to perhaps chance. all of them. so faint they are just useless. so you are left with finding not only your own pens, but your own pens that fit the carrying case. the carrying case is the only reason i didn't rate it one star, it is nice and useful, assuming the pens had worked.i had high hopes for this, it is a great idea. disney fairly ruined it with ultra-cheep pens. had they worked though this is still around a $20 item. and even that is pushing it. and that is mostly for the bag. better off buying an activity book and a separate carrying case or using something you already had. unless i got a freakishly bad, entire set, of pens i cannot recommend it.",Negative, 0.28,nice good pretty quality fit fit horrible worst faint useless fit reason nice useful great idea disney fairly ruined worked still better freakishly bad recommend,Negative
"this art collection looks a lot bigger than it is.  it contains a palette of water color tablets, two cheap brushes, 8 crayons, a large coloring pad, and a small activity pad (with some punch-out dolls and a few other things).  what it does have a lot of is stickers. a few sheets of princess stickers, a tube fuill of other stickers, and three big foam princess stickers.any kid who likes disney princesses will initially be psyched to get this, but will quickly run out of use for it.what i found particularly disappointing - almost offensive even - is the packaging.  all these cheap art supplies are wrapped in enough plastic to smother a horse.  you'd think the items inside were made of gold, but no, they're  one-use art supplies mixed with stickers and is probably worth all of 99 cents.",Negative, 0.4545454545454546,water cheap likes disney disappointing offensive cheap enough smother gold worth,Negative
"having no interest in the bane character (""big"" figure does not make ""good"" figure) purchased this ""set"" for the batman figure.it was not until i got home from the frequented indian grocery and comic book shop that i realized i already have this figure.with ""all sales final"" being the store policy, i ended up throwing the figures into the toy box that ultimately goes to the capitalistic thrift shop i visit once a year (for tax purposes.). all in the good name of ""charity"" of course.",Negative, 0.16666666666666666,interest bane good thrift good charity,Positive
"to start, this item is labeled for ages 8+.  follow that suggestion - it's too complicated to assemble for younger kids.as a super mario themed building set, it's not bad.  pieces generally assemble correctly and reasonably sturdily. there is certainly some learning value in the building process.  there is some looming anticipation of the pending super mario playtime results.but then on completion, as a play toy, it seems to disappoint. although too complicated to properly assemble for younger kids, it fails to hold attention in the older ones. and although reasonably rugged, the design and quality control result in herky-jerky crude operating mechanisms, and a constant rattle of plastic pieces bouncing off the floor (after they have fallen or been knocked off).another drawback . . . . many of the latest generation of playhouse type toys can fold up and provide a sort of carrying case for the associated action figures and sub-parts.  not this one.  it's a floor space eater -- doomed to loss of interest in a day or two and then a subsequent scattering and loss of pieces, likely to never be reassembled again.a kid's enthusiasm for the electronic super mario game does not necessarily translate into similar fun time with this toy.  it didn't for my grandsons.  i cannot really recommend this set and certainly not at the prevailing price.",Negative, 0.36363636363636354,start complicated super bad correctly reasonably learning value anticipation super play disappoint complicated properly fails reasonably quality crude rattle fallen drawback many action space doomed loss interest loss enthusiasm super fun time recommend,Negative
"i get it, licensing sells.  still, with the bright colors and unconventional shape of knex pieces, this doesn't look like a  super mario ghosr house, or a typical haunted house, or any kind of building.  it looks like a crazy jungle gym.  the whole point of knex is to be creative and to use the pieces, and your imagination, to create something new.  mixing in licensed items into an arty-creative toy is already tricky, and this one isn't faithful to the base material so... what's the point?  you're doing a disservice to the license and the product.it does function as a decent playhouse or playset for 3""-ish figures, and is designed similar to the layout of a super mario 3d land level.  there are platforms that move (manually, not on their own or with any gears), there are coins to collect (ugly coins that often fall off on their own), the moving 'staircase' type platforms work fairly well for a playset, most of the assemblies are fairly tough and don't come apart unintentionally, but there are also several areas comprised of mini-knex, including a carwash type hanging curtain that a ghost toy pushes into.  the mini-knex come apart very easily, so i don't understand why they are used in an area that is pushed against.  as such, the curtain is constantly popping off.  some ghosts spin on a system of gears as you move through the playset.  the gears are stiff and unreliable.  there is a large heavy ghost that spins down a curving rod.  works great, until you go to reset it and pull the whole assembly off as there isn't anything actually attaching it to the playset (it just rests in a hole).  then there is a catapult system to launch mario onto a flagpole base, to finish the 'level'.  the flagpole assembly is pretty cool, and the flag actually rises when you nail it.  that said, its very hard to make the shot.  the catapult only launches mario 6"" or so, so the catapult must be placed right next to the flagpole case, and even then mario usually splits in half and both ends of the toy fly off in different directions.i'm recommend just buying a generic set of knex and letting your child use their own creativity to build a variety of items, instead of shoehorning this oddball license into an ugly, dysfunctional playset.pros- very nice build quality.  nothing feels like it would break, even after long-term use.- mario specific toy and ghosts are very nice quality.  could be nice collector figurines if they plug the knex specific holes.- large variety of pieces- cool theme?cons- doesn't look like a mario level or a cohesive knex environment.- many features just don't work very well- corners cut in construction makes for a semi-rickity playset.",Negative, 0.18518518518518517,still bright like super kind like crazy whole creative imagination create new tricky faithful disservice decent super ugly fall moving work fairly well fairly tough easily understand stiff unreliable works great whole pretty cool hard right recommend creativity variety ugly nice quality like break nice quality nice variety cool like cohesive many work well,Positive
"this k'nex toy is made of lego like pieces that are compatible with standard lego pieces.there are two birds and three pigs which are the best part of this toy and probably the only thing your kids will play with after a week.the k'nex pieces are not well made and don't fit together snugly like regular lego.  because of this, it is frustrating to build any of the towers because they tend to fall apart before you are done. the instability makes it so when you shoot the birds at the towers they fall apart easily.the catapult is powered by squeezing hard on the birds so the bird squirts out at the tower. this requires some muscle power and may be beyond the ability of some younger children and i don't like this feature.overall, only buy it to collect the little birds and piggies. otherwise save your money.if you found this review helpful please give it a thumbs up below. thanks!",Negative, 0.3,like compatible pigs best play well fit like frustrating fall instability fall hard power beyond like save helpful please give,Negative
"actually trying to launch the bird using the knex doesn't work well at all, and the blocks you knock over don't have enough weight to make the physics anything like the game. a small child who loves angry birds might like it a little, but as a game it's not well designed and not very playable. not recommended.",Negative, 0.2,work well knock enough like loves angry like well recommended,Positive
"overall, unimpressive.  the set contains a lot of little connector pieces and not nearly enough of the actual rods/cogs to make anything functional.  the two ""example"" pieces on the front are basically all you can make.i got this for my four year old and he couldn't assemble it without my help.  the pieces fit too snugly for him to be able to securely assemble anything.i'd pass on this one unless you are purchasing it to expand another set.  on its own, it just isn't enough to be playable.",Negative, 0,enough help fit able securely enough,Positive
"according to this report, several playskool products including tinkertoys contained phthalates when tested: [...] and [...]phthalates are toxic chemicals that can be absorbed through skin contact and are commonly found in plastics. they are used to make plastics soft and flexible. get the wooden ones made by schylling.makit toy - 70pcs.",Negative, 0.25,toxic absorbed soft flexible,Negative
"i did not like this toy in the least. it leaves a lot to be desired. it reeks of a poorly utilized license cash-in. in general i have very little positive to say about this product.the assembly difficulty is highly uneven. while the track is basically a handful of clip together pieces, the piranah plant set piece is rather challenging, even for an adult. the sticker placement is also challenging and with a strong enough adhesive you have one chance to get it all right.the car itself is simply useless. the molded top fits over the car body, so the assembly is easy. however, the front part of the body stretches out too far. this results in the car sticking on the ramp. basically, the car will not travel a complete circuit without constant help from the user. removing the plastic body and using just the car base is even worse. without the car body the car base travels too quickly and will jump the track and fly off.the piranah plant is honestly just horrible. it is difficult to assemble and barely works. the molded pastic piranah plant head is so heavy, it binds up the movement mechanism. i had to apply a lubricant to get the unit to work smoothly. worse, the green pipe doesn't affix securely to the frame. as a result, it will continually fall off while operating the piranah plant. lastly, the whole piranah plant is rather superfluous. to use it on the track means you knock mario's car off the track. a car that doesn't auto shut off. so, on the occasion mario's car makes it around the track, you knock it off and it shoots off. tracking down mario's car non-stop makes this an aggravating, high maintenance toy. also, if your not careful, mario's car will break the piranah plant in some way. it really isn't designed to be constantly hit by mario's car.overall, i would not recommend this toy. it is expensive and of dubious enjoyment. there is very little interaction to be hand. it is distinctly a single player experience. the little interaction to be had, the piranah plant, causes the car to crash and careen off the track risking damage to the car. the toy is difficult to assembly and full of tiny pieces that are easy to loose. worse, the toy simply doesn't work; the majority of the time as mario's car get stuck on the ramp. i was very disappointed with this toy.",Negative, 0.568181818181818,like poorly positive difficulty uneven challenging challenging strong enough useless top easy help worse horrible difficult works movement work smoothly worse securely fall whole superfluous knock knock aggravating break recommend expensive dubious enjoyment experience crash damage difficult easy loose worse work time stuck disappointed,Negative
"my kids love mario and gang so they were more than excited to receive this k'nex track set. however, the poor quality of some of the blocks -- many either didn't fit right or were too loose in fitting -- frustrated my kids, who are all good at lego building.  one of the rocket boosters on mario's kart simply could not fit in at all, possibly due to an incorrectly pre-drilled hole on the kart's body.  very frustrating, as you can imagine.  i did receive a separate kart (which i'll review separately) so at least we got one kart with both booster pieces.speaking of mario's kart, the battery compartment has proven to be impossible to open for us.  i used various tools but was never able to get the compartment to open, after removing the single tiny screw.in the past we were unhappy with k'nex products due to poor qa. that impressions stays on and we'll never buy k'nex products in the future.",Negative, 0.3636363636363637,love excited poor quality many fit right loose frustrated good fit incorrectly frustrating proven impossible open able open unhappy poor well future,Negative
"my daughter is 6 years old, and getting into toys like legos and k'nex more. i've only had one k'nex product in the past- theangry birds king pig castle - amazon exclusive, which i wasn't a big fan of as you can tell by my review for that one. but my daughter's a big fan of mario, and this is the kind of thing i would have wanted when i was her age and there was barely any mario merchandise. judging by the box, it looked like this was going to be a lot easier to do than that stupid angry birds set, which was full of pieces that didn't stay together very well. after all, most of this set is a track, not tiny pieces.assembling the track will take a bit of time if you're doing it by yourself, so working together is recommended. the pieces are mostly big and it's going to be tough to lose any of them if you're putting it together in a clean area. i was surprised by how big the piranha plant was too. when all's said and done, the race track looks nice, sure to impress little nintendo fans. i used new batteries with the track and it went a little faster than how it goes in the commercial/video posted above with the product images. my daughter and i both got a kick out of how the guy talking in the commercial talks about the ""cool jumps"", yet mario just kinda falls off of the ramp and right back onto the track like it wasn't anything. this is how it really is when you play with the set. there's nothing cool about the ramp, though i'm sure someone out there could customize the karts to get some serious air.consider how much this set costs, and what you're really getting out of it- one race track, a goomba, a piranha plant, mario, his kart and some small items/power ups. this is a single-lane track. who the heck is mario supposed to be racing, aside from the clock? when you realize that mario can go around the track in like 5 seconds, hitting the same things each time, it gets a little boring. even if the only thing they added to the product was an extra lane for another kart to race with, it'd be a lot better. what's weird is that even with this being made with one single kart in mind, the kart still gets stuck now and then.i looked around at other mario kart k'nex sets after building this one, to see if they were more exciting. thenintendo mario circuit ultimate building setlooks freaking incredible, with a lot more to do than the others i looked at, and doesn't cost much more than this one [at the moment] if you order from amazon. but then you watch the video on that page and see the kid at the 51 second mark, who looks bored and like he wants them to yell ""cut!"".if you combine the track pieces here with other tracks, i'm sure you can come up with something really cool. as it is, i only suggest getting this if you're getting other mario kart k'nex sets with it, or already have some. getting this by itself would be a bit of an underwhelming gift. easy to build, easy to get bored of.",Negative, 0.26086956521739124,like pig kind like easier stupid angry well time recommended tough lose clean surprised nice impress fans new faster cool falls right like play cool heck like time boring extra better weird still stuck exciting ultimate freaking incredible order bored like cool gift easy easy bored,Negative
"the problem with all these knex angry birds toys is that they need to collapse on impact, but be sturdy enough to build in the first place.  knex seems to have fox use do the falling apart thing, the set is near impossible to put together.my son was in tears, and i had a headache and no patience left when we finally gave up.  we are not novice lego people! but this is crazy.  ill never buy another one.  i'm keeping the cute bird figures, and throwing out the rest.f",Negative, 0.6363636363636365,problem angry collapse sturdy enough falling impossible headache patience crazy cute,Negative
"perhaps it's because i am an adult and not a child, but i found that assembling this item to be a particularly frustrating experience. when i saw that it used lego-style blocks, i assumed that construction would be reasonably sturdy; i say reasonably because i knew the entire point of this toy is to ultimately knock it over. however, in performing the assembly, i felt that the blocks didn't really fit together all that well. the pieces, as assembled, were so precariously attached that it took several attempts to get major section in place and then to hold together. complicating matters, the work area had to be kept perfectly still, lest the assembly be disturbed and fall over, causing you to have to return to re-setting the major pieces into place. to top it all off, there were several pieces missing, such to the point that while i was finally able to finish the assembly, i had to improvise at the end to get a desirable look. i didn't have the heart to actually play with the toy, since that would have functionally required disassembling it! currently, it is sitting, fully assembled, on a shelf where it cannot be disturbed. i have considered permanently gluing the thing together, but then that defeats the purpose. while it was certainly a good looking set, the time of initial assembly, coupled with the precariousness of the set-up (to the point that it might fall over on it's own before you start playing with it), lead me to believe that there are better, more entertaining angry birds spin-off products out there. i certainly will not be purchasing other k'nex versions of angry birds toys.",Negative, 0.2727272727272727,frustrating experience reasonably sturdy reasonably knock fit well precariously major work perfectly still disturbed fall major top able desirable heart play disturbed defeats purpose good time fall start lead better entertaining angry angry,Negative
you better of stick to the computerized game of angry birds. this one takes awful lots of time to set up together just to be knocked down in two seconds. kids have no patients to keep setting it up.,Negative, 0.5,better angry awful time,Negative
"the good:this toy looks great.stays great with the angry birds theme.gave my 5 year old some concepts of hands on physics as they relate to the video game.the not so good:however, after his first 45 or so minutes, he hasn't gone back. i'm not surprised. it falls apart a bit too easily, making it kind of tedious to rebuild. in addition,  the slingshot doesn't really work well. if the slingshot worked well, i don't think the tedium of rebuilding would be a problem.  but as it is, i don't think this toy is worth the money.",Negative, 0.2857142857142857,great angry surprised falls easily kind tedious addition work well worked well problem worth,Negative
"for k'nex, this is a disappointing set.  the instructions for assembly are not up to par, but the launcher is the worst.  the concept, of course, is to slingshot the birds into the target and crush the pigs.  however, reality is not so much a slingshot as a catapult.  the catapult depends on the elastic properties of the k'nex pieces - and that part is okay, but it also depends on the joint between two pieces.  once you pull it back, that joint fails more often than not.  so the launcher really doesn't work.  the gimmick involved is that the launcher base makes the angry birds sounds, and after about five minutes, that got old.it didn't take long for the kids to get tired of this and go back to their legos.",Negative, 0.7272727272727274,disappointing worst crush pigs reality fails work gimmick involved angry tired,Negative
"i had to purchase two sets to truly allow for creativity, which required me to spend twice as much as i was expecting to spend.",Negative, 0,allow creativity,Positive
"we love nintendo, mario and donkey kong in our house so this was a cute idea that had to be tested out. i was a little skeptical that a pull back car could cost $17 and only contain 25 pieces. that comes out to about 68 cents per piece of plastic (well, there is a pull-back motor included...).my 9-year old daughter assembled it. she has made a bunch of lego sets in her time as well as k'nex sets. she got it together easily enough and went to do the pull back. the car moved about 8&#34;. so she pulled it back more and it started to come apart (the fins on the back kept falling off). it then went into a spin. after some adjustments, we finally got it to go about three feet but it never lasted long. it fell apart and was really fickle at moving forward.i would not buy this nor any of the cars in the series. there are building kits out there (even k'nex kits) that are a much better value than this.the only cool thing about it is the donkey kong figure and the mushroom.",Negative, 0.23529411764705882,love cute idea skeptical well time well easily enough moved falling fell fickle moving better value cool,Negative
"i really wasn't impressed with this toy.  putting it together is not fun because there are only a handful of parts and then those parts keep falling off, including the wheels.  even the parts of the wheels that came attached fall off about every third time you pull the car back.  also, the pink part attaches by pushing down and then sliding it forward.  if it comes lose (slides back) it rubs against the wheels and they will not spin.",Negative, 0.5,impressed fun falling fall time lose,Negative
"this k'nex toy is made of lego like pieces that are compatible with standard lego pieces.the mario, goomba and propeller figures which are the best part of this toy and probably the only thing your kids will play with after a week.the k'nex pieces are not well made and don't fit together snugly like regular lego.  because of this, it is frustrating to build cause they sometimes come apart when they shouldn't.the set is very complicated to build and the instructions are not as good as a lego set.due to the complexity of this set the replay value is low because you do not want to rebuild it once it breaks and it's not intuitive to rebuild it.overall, not worth the money unless you are a mario fanatic or collector.if you found this review helpful please give it a thumbs up below. thanks!",Negative, 0.2222222222222222,like compatible best play well fit like frustrating complicated good value breaks intuitive worth fanatic helpful please give,Negative
"i have really mixed opinions about this toy. we are a big nintendo/super mario fan family and have played the games for years. so i thought this might be fun to try out and my 9 year old daughter was overjoyed to order it.the kit is large with 450 pieces, many of which are specialized like a cloud top or spring open coin box. that makes each piece about 14 cents each, a little expensive for k'nex pieces but once you add the character licensing in...the kit took her quite awhile to put together, it wasn't super easy so the build was a fun challenge. she was frustrated that k'nex doesn't take a page from lego instructions and show which pieces you need for each step but overall, the instructions work fine.once it was assembled, it takes up a lot of room. we put ours on a large, square coffee table. then it was time to play.so this is where i get hung up on it. i'm just not sure why anyone would take a video game and try to make it work with physical pieces. and this is also where the product falls really short. while it is fun to launch mario from the jumpers, it is very hard to get him to land where you want. and when he does, you have to 'play act' him across each part. there is a centrally located device that you can attach him to and pretend to jump him from one part to another but it is awkward to play with. i watched my daughter work way to hard to get it to work with very little enjoyment. pieces kept falling off, parts of it didn't make sense and while you shouldn't need an instruction book to figure out how to play with it, some of it wasn't intuitive, like trying to hit 'coins'.so i am torn. while this is fun to think about, it is not so much fun in the execution and for a k'nex building set (or in comparison to some others) it is pretty expensive.",Negative, 0.28205128205128205,family fun overjoyed order many like cloud top open expensive add super easy fun challenge frustrated work time hung work falls fun hard play pretend awkward play work hard work enjoyment falling play intuitive like fun fun pretty expensive,Negative
"don't get me wrong, my daughter loves it.  however, this product was so poorly made.  the plastic is as cheep as they come.  my daughter has house/castle/palace type toys for years now without incident.  as for this product we will be lucky if it lasts another month or two.  what an opportunity mattel had to make a great well made product, because this movie frozen will become one of the classic holiday shows in many years to come.  we even thought that there was a possible chance that the plastic material used would break in the process.  by the way, what a small sized castle i have ever seen, but still wanted 99.99 for it.  we would have preferred a better made product and pay more money for it knowing it would last.",Negative, 0.3076923076923077,wrong loves poorly lucky opportunity great well frozen classic many break still better,Negative
"six balls that are the size of quarters package was dirty, will not buy this product again. very disappointing!  lost them very quickly they were so small!",Negative, 1.0,dirty disappointing lost,Negative
"they have a terrible smell! i stall have not used them, and probably wont",Negative, 1.0,terrible smell stall,Negative
package says 6 count but mine only included 5 balls.  also did not receive the mix of balls pictured.  mine were all the one-eyed version which aren't as cute in person than the other one.  they bounce well (standard bouncy ball) but are going back based on the product errors.,Negative, 0.3333333333333333,cute well errors,Negative
"this thing is annoyingly stupid and slow. it was given as a gift for my daughter and honestly, it frustrates her (and us) more than anything. we have an ipad mini for her, so we'll stick with that. we feel so guilty that someone spent so much money on such a useless thing. it lags so much, even if you want to just draw. absolute garbage.",Negative, 0.7272727272727274,annoyingly stupid slow gift frustrates well guilty useless lags absolute garbage,Negative
"i was sorely disappointed in this product.  the preloaded apps aren't terribly fun for kids.  why do they need a voice memo app?  and the camera isn't very fun either.  the two apps we played were the mypets app, but it has limited functionality, and the art studio app which is fun to draw and color.  the touch screen seemed to have issues as i had to press over and over again several times.  i went to the app store to buy more apps and found the prices to be $10-25.  and a lot of them were just episodes of tv shows.  i am returning this and buying a kindle fire for my daughter.  she can get tons of free apps and it has parental locks.  plus, with prime i can get tons of tv shows for free.",Negative, 0.4545454545454546,sorely disappointed terribly fun fun limited fun touch issues free free,Negative
"now i bought this for my three year old son with the hope that i would move him away from using my phone and focus on something that is educational.( background note, my son has been using the computer since he was 1 1/2 years so he knows his way around technology.)unboxing the device it does look nice . the design is intriguing, it feels good in your hands and does look sturdy. from my take that's all i like. i registered the device and started using it with my son. this is where the disappointment starts.-the resolution is poor. it takes very long to load ,so this irritates my son.-the camera is poor,in his words ""horrible.""-the painting app that it comes pre-loaded with also has a delay so after you write or scribble about a second after you would see your design. i find this just unacceptable. for one thing when my son wrote, he kept on doing it over and over because he thought it wasn't working.he really wants to like it but every time he starts using it, he gets frustrated.next important point the applications are very expensive. you can pay as much as $20 for an app. now some will say you cant put a price on a child's education but leapfrog you did. i spent $35 yesterday on 3 apps and those were just books.also, if you think the resolution is bad initially , it gets worse when you start reading the books.the biggest thing is the price , you pay a hefty fee of about $150 for this thing , the same price you would pay for a 7"" samsung tab 3 or kindle hdx and these pack features that are far advanced. the leapfrog comes no way close to any of these tablets for that ridiculous price and the sad part is that you easily can spend up to an additional $100 just to get the essential apps for you kids.the only thing that is going for this right now in my mind is the fact that kids love the idea that this belongs to them, was made for them.i might be the only one complaining now but remember this generation of kids knows about  8 megapixel cameras and blueray movies. so at some point they would get tired of this.i hope you take  some of my points into consideration because they are valid.",Negative, 0.375,hope focus nice intriguing good sturdy like disappointment poor delay unacceptable like time important expensive education bad worse start hefty advanced ridiculous sad easily right love idea complaining tired hope consideration valid,Negative
"if you and your child have never used a standard tabled such as an ipad, kindle fire, or google nexus this product might be alright. but if you've used a real tablet you probably won't like this. it's slow, glitchy, and has bad graphics. and seeing as you can get tablets for not much more i don't see the point in buying this. also, apps for this are expensive. most of them run $15. i was hoping my three year old might like this leappad and let me have my ipad back. but when she plays on the leappad it is so slow she gets frustrated and asks for my ipad anyway.",Negative, 0.625,real like slow bad expensive like slow frustrated,Negative
"i just bought this for my daughter (shes 4) last night, it took over 1 hour just to download and update when it was finally finished she took it and was asking me whats wrong with is, it is very very slow, going to the home screen,  jumping from app to app or anything else you do on this is very slow, just not built right or just rushed to get this out on the market, after 20 minutes she was done with it and hasn't touched it since, i'm bringing it back today and sticking with the leappad 2 for now until we find something else for my daughter to use, some of the 5 star reviews on here were given a free leappad ultra by leapfrog to use and review, this is a real review it would of been great but this just ruins the whole thing.",Negative, 0.4,wrong slow slow right touched free real great ruins whole,Negative
