Text,Label,Predicted Senti,Predicted Score 
"the stay is enjoyable, the front desk service is excellent, fast and good reception, they have an interest in the guest very well, and the general view of the rooms is enjoyable on one side, the restaurant service is excellent, the food is excellent, the cleanliness of the rooms is excellent, and the smell is beautiful. i thank the first-aid man in the hotel. you have excellent room service in delivering requests to the room.
",Positive,Positive,0.022463402
"happy vacation in dubai. excellent in general and excellent service. the rooms at al wasl do not have any welcome from fruits and some drinks, and there is no daily newspaper to send to the rooms in the morning, and i called no one.
",Positive,Positive,0.011554391
"the book is more artwork than literary, where the writer managed to narrate the accidents of driving and taxi in a manner that reflects the reality of life in his environment and his society, which is the reality of other societies
",Positive,Positive,0.38750017
"he is a nizar, he brought together the damascene jasmine, the woman and the homeland ... i do not know which of them loves my heart, his spinning hair or the political .. with a little scrutiny, you find that he treated the woman as if it was a homeland, and the nation was treated like a woman .. and that was always the poet of political and sometimes forbidden spinning .. by the way, one of my three friends is one-sided
",Positive,Negative,0.55625576
"a novel that attracted me and concluded it in the hours of bazakh and i read it, although its events are quiet, but it attracts you very much, but it is a sad novel in general. you discover discovering the characters in a beautiful way. but, on certain points, i used to sense the writer about it, but without explanation, as the first novel by bravo. the speech is smooth and not vocal, that is, the word is out
",Positive,Positive,0.27280155
"there are many visions and many writings, confirming that islam recommends good deeds to women and depicts them metaphorically with fluffy flasks calling for attachment to them, so it places them under the guardianship of the man, making him a degree over the woman, but he is higher than it is because he is the one whom god has preferred and he who inherits weakness or everyone, who is complete with reason, religion and religion, and his highest position is not only religious, but also his religious woman in the hereafter, and he also has other women: hur eye is like the pearls of the hidden, did not touch them before man and no jean, whenever he assumed their virginity aden virgins, and there is no consolation here for the women there is no room, therefore, for their succession on earth from god. it is unreasonable for god to represent a woman on earth, regardless of her status ... her position, whatever it may be, should degrade the position of a man, at least to a degree, and by more than one degree at times, and by all degrees at times. our saying of honoring islam for women is the biggest lie that does not exist ... islam, like other religions that despised women and considered them the bowl of men and their product for their children, no more
",Positive,Negative,0.6060324
"chapter on the privacy of the word and analogy of imad abi saleh. i&#39;ll write it someday
",Positive,Positive,0.021229992
"proximity to the sanctuary. close to the campus. small size of rooms
",Positive,Positive,0.43406186
"excellent. . the staff as a whole was excellent, but upon check-in there was an employee who needed visitor handling skills because his style was not good
",Positive,Positive,0.008479168
"this book is a belligerent enemy from the books that affected me a lot ,,, consisting of more than four hundred pages, ,,,,, british writer of nationality and pakistani origin ,,, tells in this book his story when they arrested him in guantanamo bay ,,,, to help the afghans during the war and collect donations for them to overcome the drought at this time ,,,, i touched in his words of honesty ,,, and i liked very his behavior with what he experienced severe events ,,,, and his self-control ,,, ,, of the muslims he is really proud of ,,,,, he has mastered about seven foreign languages ,,,,,, he has a lot of a lot of cultures and information ,,, and his story in short. beg moved to afghanistan with his family before returning to pakistan in the year with the start of the american war on afghanistan .. he was arrested in the pakistani capital, islamabad, in the year before his transfer to guantanamo .. he was released with three british citizens, and all returned to the united kingdom he wrote his story when he was in his thirties, but when i looked for him more, i learned that he is now close to forty-five years old and that he is still accused of terrorism for aiding the syrians during their crisis ,,,,,, surprising them ,,, and surprising you, most flushing
",Positive,Positive,0.12237565
"it talks. that two lovers. in an old time. we were buried in one hole. imagine the scene: two skeletons. lying side by side. as if dirt is a bed of grass. worms that excrete cold meat. butterflies carry kisses in their nectar. were they killed? they committed suicide together. or are they victims of cholera? ignore the narrators. through the ages. these transit details. to shine. in the story. red rose. germinated. from the soil that embraced the lovers in a last hug. the roots of the bones of their fingers. interlocking in death. as in life
",Positive,Positive,0.3946739
"excellent. everything, especially hygiene.
",Positive,Positive,0.00073655305
"oh god, wonderful. i would like to speak more
",Positive,Positive,0.069497526
"my knowledge of the artist, nabil, started when we at the university, i think in his year / nabil was in her first year in civil engineering ... i know about him that he is a first-class artist and artist .... analyst .... light shadow ... hinted .... ibn nokta ... he is ready to do a real-time analysis of any personality or any situation in a record time .... it has beautiful qualities that cannot be described in words and text like this country .... nabil has the capabilities that with his words and description he can raise you above or it degrades you under his meticulous, intelligent description .. his personality bears the qualities that are above that nothing can be produced like the book of the pyramids of friday and it is not at the highest level of quality and workmanship .. i have a defect defects in the most accurate sense which is that i i don’t like poetry and i don’t imagine that i hold a poetry book and read it voraciously and enjoy it while i read it like this ... rather i read sections of it to my wife ... i mean as if i enjoy something and want to share with the people i love .. i tried reading some pages randomly ... i mean open the book that comes up in the hands of i read it ... this was with the aim that i find a loophole or need for its blood. it was dismissed in the book .... but i failed .... i failed to find one line with an unpalatable taste ... the whole book is not excellent ... no this is more than wonderful, and most important of all, it is for all age groups, but the important thing is that he is an egyptian or a lover of egypt and the atmosphere of egypt .. the only negative side of my face, my humble opinion, is in the form of a question. is the brother and non-egyptians, can they understand our colloquial language? .... if the answer is in the negative, unfortunately, my analysis remains true and hard, so they will not enjoy the book as i enjoyed it, and therefore they should learn our accent, or that my brother nabil takes this into consideration in the upcoming works, god willing ..... nabil .... good luck .... may god grant you success and honor you on all social, practical, personal, and family levels, and ... your big brother / abdel-gawad mandy or as you wish abgawad
",Positive,Negative,0.57848215
"four dialogues for which plato socrates specializes, the dialogues in their entirety are wonderful, evoke the mind and urge him to think, research and ask, all dialogues begin with introductions on the tongue of socrates and end with either negative results to criticize one of the misconceptions from socrates ’point of view, especially plato or positive to support an idea they believe in .. why not i like in the introductions that the repeated delivery is very much in the responses of those who are interviewed by socrates, which appears in the repetition of a group of vocalizations. examples are yes, it is correct, i think you are right, socrates, there is no disagreement, no doubt, certainty, no doubt about that, very true, yes this what i might imagine and other amusing signs the full introductions that socrates proposes and in my imagination if there was some objection to these introductions with logical opinions as is the style of socrates, the outcome of the dialogues could have been much richer, with the exception of some responses from simias and sebaceus in the phaedo dialogue, so they had some objections that contributed to enriching those the interview a lot .. there are also introductions that the translator, clever naguib mahmoud recounted for each interview separately. i think that it is better to have subsequent comments for each conversation in order not to lose on the reader the pleasure of the dialogs themselves .. the etofron interview most of its results are negative to criticize certain ideas about piety and i would have preferred to have the result of any abate to define piety in the eyes of socrates and plato .. the defense dialogue is better to call it pleading and not the dialogue because socrates dwells on it in defense of itself, and there was no dialogue except in the narrowest limits ... the dialogue of the qataris i liked and disagreed with on one side only when i imagine the laws and blame him for he escaped the death sentence in a hypothetical dialogue in which the laws accused him of treason because he was satisfied with them and accepted them even if he was sentenced after that to flee from their rule, and the essence of my difference here is that he does not flee from them or from their rule, but if he had accepted fleeing then he escapes from the injustice of the applicable law and not from them, how many valid laws are fulfilled dam from the misuse of its implementers, because the effect of socrates escaping at the time did not involve him from betraying the laws in anything, and this is my opinion. the last dialogue, which is the discussion of fidon, is the most beloved and most interesting one to myself. plato in it, on the tongue of socrates, excelled in proving the immortality of the soul. new, and thus, the one soul rotates over several bodies in many times, and the idea of learning and knowledge in its reality is nothing but a reminder of what the soul has acquired in its first world and in the lower world, it is a truly inspiring idea that made me wonder about what kind of spirit inhabited me who was in the past, and made me also imagine that spirits it is only a very limited number that alternates and regenerates in the bodies in an endless cycle, and the dialogue also raised the idea of succession of opposites that plato believed a lot. in the end the book is creamy and worth reading again
",Positive,Negative,0.8213021
"once your voice came from afar. i was a strange tourist in a strange country. i tried to see you as i wanted you to be. the sky of haifa was rainy .. and i was not there. i envied you
",Positive,Positive,0.2340044
"a small book in its size, but it was valued
",Positive,Positive,0.4487559
"one of the most beautiful historical novels that i have read in my life and i do not know how i have not read it for a long time, so mnif writes in great detail and extravagance of beauty and has a very wonderful ability to control a very large number of characters .. the novel describes the situation of the inhabitants of the arabian peninsula before the discovery of oil to the stages of the start of exploration on oil and the mixing of the bedouins with the americans, and even working with them in the company that i think is aramco .. i think that a wonderful work like salt cities should be studied in schools, not to prevent and transform into a scenario presented by a creative director, so the written material is easy to turn into a huge and large tv work continues for a large number of episodes .. i have salty a single note that aroused my surprise during my reading is when the bedouin thought that the sport carried out by the americans is a prayer that was very surprising for humans to think on the face of the creature a prayer? especially since the inhabitants of the arabian peninsula, who are supposed to be muslims, are aware of the noble hadiths or the sayings of the companions. has islam not encouraged sport? in short: this is how history is told in a novel ..: //. . //
",Positive,Positive,0.10989829
"i finished reading hadayek al-ahzan book, iran and wilayat al-faqih by researcher mustafa al-labbad. an important and very useful book in terms of information, content and content. the book focuses specifically on the concept and origins of the wilayat al-faqih theory and its primary role in the establishment of the islamic republic of iran at the hands of khomeini ... a book that is neutral. it also provides a remarkable traceability to the evolution of the theory of wilayat al-faqih historically and politically. it is considered an introduction to understanding iranian politics and the principle of wilayat al-faqih. then it shows the meaning of the guardianship of the jurist and the role of imam khomeini in developing this theory and the arrival of the system of guardianship of the jurist to power and the exclusion of all parties and other political currents where the line of disagreement and the origin of governance according to the theory of guardianship of the jurist: god is the messenger the messenger text the imam public prosecutor of the jurist. and since the existence of the ahl al-bayt is no longer clear, and since the scholars are the heirs of the prophets, then the shi’ite religious establishment is responsible for leading the islamic nation represented by the wilayat al-faqih. and it sheds light on the transfer of power after khomeini&#39;s death to khamenei, then explains the role of former president khatami in developing religious discourse, especially the enlightening philosophical side and its failure on the economic side. neutral. i recommend reading it
",Positive,Positive,0.034562223
"how strange is this selfish person, whose conscience is alive only after it is too late.
",Positive,Positive,0.037125267
"simple reading in why not read if you did not watch the movie .... the movie you should watch more than once because its events are very complicated and i have seen it until now within the limits of times and there are still things absent from me and i did not find an explanation for it donnie darko complex and uses a lot of medicines and walking during his sleep a large and frightening rabbit comes to him named frank and asks him to follow him and tell him that the world will end after a day and the reason for this is the plane engine that his mother and his sister in the future crashes through the black hole and arrives in the donny room, which as we said saved him frank from death by making him follow because of the fall of this engine from the future is another world that will continue for a day and a day he is lost and ends with him, the basic world that is stopping because the black hole will swallow it leads frank who later knows that he is just a teenager wearing a costume that denies a rabbit in order to commit several things to make his mother and sister ride this plane, so the engine will fall into the black hole again and shut down forever of course this is part of the main story. also, there is a love affair between gretchen and donnie and it encourages him to do this dangerous task in which he can lose his life in this very modest explanation. just a small lines of the main axis of the movie that you must watch until you understand it.
",Positive,Positive,0.4067304
"cute and smooth and sends important messages to all parties.
",Positive,Positive,0.033857938
"my first choice to stay in the news. the rooms are very spacious and the location of the hotel. the hotel style is old and breakfast is not renewed
",Positive,Positive,0.115814954
"top hotel in magnificence, tranquility, quick service and excellent breakfast. i liked the speed in responding to cleaning the room and breakfast. it was delicious. there are people who speak the arabic language. this is above the excellent. the hotel is very nice and he has to talk about it .. increase tv channels for movies
",Positive,Positive,0.012865588
"this is actually classified under the holy books.
",Positive,Negative,0.93847275
"excellent. the hotel in general is very beautiful. interface problem with the speed of the laundry&#39;s response to taking clothes
",Positive,Positive,0.01089695
"good. location. the internet with fees and weak after the furniture needs renewal
",Positive,Negative,0.9375258
"a hotel worth trying. really great hotel, stars, reception staff, smiling, and services to the fullest extent, especially omar or ammar arab nationality, the room service is great, the cleanliness is excellent, and the security is at a high level. radisson royal. the presence of a night club or restaurant that works daily at the hotel on the fourth floor and the entrance for visitors with the entrance of the residents and the same turnip serves everyone and every star hotel these advantages are the absence of a bidet in the rooms
",Positive,Positive,0.2004017
"may god grant you success. . far and no breakfast
",Positive,Positive,0.043708388
"i loved the sincerity and smoothness of the language despite the pain and ugliness of the viewer .. the author transmitted her psychological fluctuations from the beginning of the revolution in an amazing way. and the viewer transmitted with realism mixed with great poetry.
",Positive,Positive,0.24646188
"this small-sized novel of passion, lavish beauty and full of delicate metaphors and poetic passages and deep short dialogues, the novel tells the story of the fisherman who became the great poet postman for nobel literature pablo neruda, the love of the postman and his life that changed completely after approaching the glow of poetry and adoration, the story of the fishermen’s village, which represents life in chile, between allende’s victory in the presidency and the left’s accession to power and the coup that the poet died days later.
",Positive,Positive,0.22248818
"i was very impressed with the non-classical structural style of ahmad murad, but his description of what goes on in his imagination when he used to be was very cliche ... his imaginary pictures i could not see or approach even ... i liked the phases of the story ... i liked the way ahmed made me doubt everything .. an excellent novel. were it not for the imaginary wandering, the five stars would have been deserved
",Positive,Positive,0.42870718
"mustafa mahmoud takes the reader&#39;s hands and makes him sail across lines. at first glance, it seems that they are not connected, and then you discover that all of them are combined. it is a mystery of death. an amazing book that combines philosophy with scientific theories. and a lot of spirituality unexpectedly.
",Positive,Positive,0.12364621
"excellent . its strategic location, its proximity to the great mosque of mecca, and transportation to and from the sanctuary. there is no
",Positive,Positive,0.0015577534
"best hotel. very beautiful site and elegant deal.
",Positive,Positive,0.037578538
"excellent. the location is very excellent, the staff is very good, courteous and the room is very quiet and comfortable. little plumbing should be taken care of, ceiling paints and an increase in the number of tissue boxes in each room
",Positive,Positive,0.053711683
"the book of the prophet by gibran khalil gibran jamil raises you in understanding human values..love, work, education, giving, joy and sadness, good and bad..etc. emotional book is very beautiful ..
",Positive,Positive,0.011091171
"i am greatly integrated in every part of the novel. the writer takes you to worlds of suspense, horror and imagination mixed with beautiful poetic language. the child’s families in the novel and the dolls and strings held by it made me feel that each of us was subjected to a conspiracy in his life in the school where creativity was destroyed or in the street from which naughtyness learned us, we are all captured at a time of frustration and the production of old copies
",Positive,Positive,0.19541149
"when you read the point of view of the two parties ... the issue is totally different and opinions and rulings differ with him.
",Positive,Negative,0.9645274
"a brilliant genius
",Positive,Positive,2.2542408e-06
"good. . the room was on the ground floor and was annoyed
",Positive,Positive,0.2352533
"wonderful and distinctive the restaurant is wonderful from decor, cleanliness and arranging the sessions ,,, there is a games room for children with a tv ,,, many sessions with or without barriers ,,, eating varied and delicious and fresh ,,, i liked the sushi the rest of the food is delicious ,,, and the staff are very adorable and the services ,,,
",Positive,Positive,0.020766517
"ideal for changing the routine style of most hotel decorations. the elegant design, colors and decor give rise to calm and romance, which is what you find in all corners of the site. close to city center and from all services. it may be because of the crowding though, it only takes less than a few minutes to check in and check out in general. a hotel will be one of my destinations for upcoming visits.
",Positive,Positive,0.17661504
"it is very nice to understand the stories of the noble qur’an and learn ... there are many stories that i did not know ... a book that greatly redeemed me and opened my eyes to things that were absent from my mind.
",Positive,Positive,0.41543993
"exceptional. the location and the large area of the apartment and bathrooms, god bless you and the corridors underground parking is difficult to enter and exit
",Positive,Positive,0.07201334
"one is confused about the classification of this novel. her name may sound like a romantic novel. and with the beginning of the novel, we find events enveloped in mystery. and with penetration into the events of the novel more we find wonderful human glimpses. the novel that sparked my curiosity to read more works of this creative writer. a novel that explores the depths of the human psyche with its problems, ambitions, ambiguity and suffering. your problems may lead you to despair, hopelessness, suicide. but only you can change the course of his life to where he wants, even if it seems difficult to change. even if fate seems to manipulate you and lead your life completely towards a certain path. the problems, suffering and pain presented by the writer in the novel by its characters. which they were able to overcome with will and determination. it makes you wonder: can a person go through worse than this? how if we despair and turn away and melt our will? . shots in it and various scenes made me cry. i cry because some of her messages shocked me in my heart. as if written specifically for me ... the style of the writer is beautiful and likenesses as well. the choice of names in the novel was successful because i hate long names and do not memorize them:. because i love you ... mark layla told her about his isolation and suffering. nikon told her repeatedly to mark with her tongue, her heart, and her deed. effie told her to connor with her actions and future that she had put in his hands. connor told her to effie by standing by her side and not giving up. five stars with appreciation
",Positive,Positive,0.12702669
"my usual hotel. i always like cleanliness and hospitality.
",Positive,Positive,0.15548009
"very beautiful hotel. a very very beautiful hotel. apartments are spacious and suitable for families. there is no
",Positive,Positive,0.0102263335
"beautiful and wonderful hotel. . the buffet was not up to expectations
",Positive,Positive,0.030133381
"very good. the breakfast breakfast forgot an item in the apartment and they informed me about it before i left. the washing machine does not work well. there is no bidet in the bedroom bathroom
",Positive,Positive,0.028024524
"slavery will not cease to exist .. for every age of slavery and slaves. . today there is no east .. rather, it is a forest on its trees. a monkey wears the costume of the west without order, arrangement, understanding or awareness. . where are you now, o wise. here is your words applied in our time. the first reading of al-hakim, but i think that this novel is definitely the best that has been written. i felt like reading a translated work in a special style. with great philosophical thought. a beautiful start to me with tawfiq al-hakim
",Positive,Positive,0.03680259
"nice view . the most beautiful thing about the hotel is the view of the burj khalifa and the dancing fountain. the pool is very small and the breakfast is of average standard
",Positive,Positive,0.013584438
"very good. the location is great and close to the sanctuary.
",Positive,Positive,0.0033998082
"the novel is very beautiful, very woven, and its end is completely unexpected ... the most beautiful thing i read to ibrahim issa, the truth is .... it was worthy of poker, and god
",Positive,Positive,0.47877762
"alaa al-aswany in this book touched a lot of the human strings inside me .. he was able to alert me to many of the things that i had overlooked or known and i cannot express on the human level. anecdotal sets are not without wonderful human touches and smoothly it delivers the idea to you and makes you live the context of the story .. even writing it to essam abdel ati&#39;s papers feels that you see essam abdel ati a lot in every place you go to, but you can say if you stand a sincere position in front of yourself that you were or are still model essam abdel ati in one way or another on one level or another .. it is the embodiment of an egyptian young man who tasted the bitter with all the meaning of the word, whether it deals with those who are going theoretically according to the principles of their religion and the separation of their reality from the state of religiousness that he calls in addition to his harsh conditions and all the suffering he went through throughout his life. this is a collection of anecdotes that you should read ... may come close ... and know. the introduction to the book is very wonderful and very rich in its intellectual material .. i am talking about the new edition of this collection of stories, which contains the old and new introduction
",Positive,Positive,0.21287648
"action . i thank brother abdul majeed for working at the reception. the future employee who works at night
",Positive,Positive,0.012516647
"sheikh rifai surur, may god have mercy on him, is a witness to most stages of the modern islamic movement, starting from the days of nasser to his death nearly a year ago, so it is clear to you the importance of this book, which is considered the most important of his books
",Positive,Positive,0.051077943
"excellent . the cleanliness is excellent and the service is very nice. nothing is just far from the haram
",Positive,Positive,0.015640771
"the first book i read for dr. mustafa mahmoud ... frankly, i stand stunned in front of his logical analyzes ... he answers every mind that has been deceived by his accomplishments and baptized ... and involved himself in matters that rise to the ceiling ... his awareness ... silence all voices except the voice of instinct ... that is aware of and believes in the existence of god .... glory be to him.
",Positive,Positive,0.11318784
"one of the most beautiful things i have read in my life. from granada to fez, then to tombouctu, through africa and the country of zinj, then to fez again, and from there to cairo, then to constantinople, then to cairo again, and from there to fez, then rome, the vatican, florence, and naples ... then return to fez at the end. round trip around the world. a journey in history ... from the fall of granada to the conflict between the mamluks and the ottomans in egypt. from the heyday of rome to its downfall at the hands of heretical lutherans. the journey of a human life he called his family hassan bin muhammad al-wazzan and he was called by the father of the vatican john lyon medici. a person known in africa as rumi and known in rome as an african. his life was not perfect, as in most books, through which pictures of amin maalouf know life as it really is, life in reality and on earth, as god created it and as it has estimated for us. a life in which happiness coincides with sadness and calamities comes after, followed by relief and flight from god’s destiny to god’s destiny. and we realize in the end that god is arresting us with the right, extending it to us. .. hassan or leon concluded his life book with a compass to his son, it is one of the most beautiful things that were said, and if the father had not given his son any other, he would have stopped him. wherever you are, people will want to explore your skin and your prayers, so be careful not to tickle their instincts, my son, and beware that you will not yield to the crowd as a muslim, jew or christian, they should satisfy you as you are or lose you. and when the minds of people waving to you, tell yourself the land of god, wide and spacious, which is his hand and heart. never hesitate to move beyond all seas, beyond all frontiers, homelands and beliefs.
",Positive,Positive,0.017612837
"one of the best things i read to ibrahim nasrallah ..
",Positive,Positive,0.021235056
"night and not the sweetest. it seems the design of this hotel is designed for business people, but i enjoyed recreation, the service is excellent and the hotel is quiet and romantic. nothing
",Positive,Positive,0.008045702
"her earlier narration grew up and i forgot that i had a beauty of maybhr .. as for her novel, these maps of labyrinth have far exceeded that, it is closer to a tragic epic, mixed with you of suspense.
",Positive,Positive,0.28288713
"a novel that does not die even if its owner is absent from life
",Positive,Negative,0.706009
"exceptional. close to the important centers. disturb the end of the night, the sound of songs loudly
",Positive,Positive,0.005633798
"excellent . chloe, the wi-fi is completely free, and the cleanliness is perfect. the only thing negative about the hotel is the smallness of the room and the smallness of the bathroom only
",Positive,Positive,0.021169372
"very good hotel and staff. location, service, value, cleanliness, staff. internet connection disconnected
",Positive,Positive,0.09571825
"wow wow wow the last page is the summary of all the narration. wow. a very beautiful story. diligently. i loved it too. i loved it too. its events are very difficult after some. i got a page behind some of what i don’t think i’ve extracted a page. i admit i was lost in the first place. but everything was clear. the novel is very, very terrible. worthy of the stars. . thanks to all the characters of the novel, the most important of them is habiba and hussam. thanks to the author. you are really my two cells. i live with them as one of them. imagine the shape of this factor
",Positive,Positive,0.30842987
"rest and stay safe. the reception is great, the response is fast, the restaurant is five star.
",Positive,Positive,0.16558407
"excellent. calm and comfortable in the room. the absence of a bidet in the toilets,
",Positive,Positive,0.0047459383
"exceptional. the staff i met is very respectful and elegant.
",Positive,Positive,0.00011717505
"the end of moribeh. . open: /
",Positive,Positive,0.07062817
"good. location, hygiene, parking, convenience, handling. internet paid
",Positive,Positive,0.00971575
"thank god it was an excellent trip and the hotel in general is excellent. very close to the sanctuary, the rooms are spacious. there is no laundry and ironing in the hotel, the system is self-catering, or you go to the shops outside .... lifts are slow
",Positive,Positive,0.020835217
"a beautiful feeling. go back to the world of harry potter. i was very excited to read it. at first, i felt a spirit of rolling in the novel, but then i was disappointed and entered a fantasy world other than the world of harry potter. for example, events are very fast, not used to. but the most important thing is excuse me in the expression that you have come with seventy ideas and a destination that has nothing to do with rolling&#39;s world at all and mixing it in the mixer, so i became a mixture that came out of these ninety pages. it would have been better if you were not to put yourself in this predicament
",Positive,Negative,0.82192206
"northeast. express service, personal freedom for guests to eat quality. double the normal taxi movement around the hotel, the high cost of the hotel taxi
",Positive,Positive,0.25559163
"like paul sussman, get me back in every novel he has .. i live the life he created .. i love history and relics more than i love them.
",Positive,Positive,0.0126697505
"excellent . its proximity to the campus and breakfast is great. the hotel is excellent and adequate
",Positive,Positive,0.0045337207
"a unique booklet ... ruling on top of spiritual horoscopes ... of course, i will come back later to read an explanation of it, a sound, sane explanation of the sufi shrines ... scared me that i found in the introduction to one of the explanations the explanation of the hadith if it was permissible to read something in the prayer other than the qur’an the gift. of course, this did not prevent me from reading the ruling in which there is no right ... thank god for the grace of reason first and foremost.
",Positive,Positive,0.1836359
"good. i liked the hotel. no
",Positive,Positive,0.035566404
"very good for families. great reception for staff. nothing
",Positive,Positive,0.0071992115
"wonderful. the location was great, great view, but the price is expensive. the bathroom is beside the bed
",Positive,Positive,0.0013452696
"excellent . the proximity of the hotel to the house of god, forbidden cleanliness, comfort and calm nothing, everyone is perfect
",Positive,Positive,0.010715811
"excellent . . expensive food and drinks, no bag carrier
",Positive,Positive,0.015237684
"the services must be complete because next time i will not reside with you. calm and comfortable. i could not follow the football and was brought in with a very bad receiver. the tv is very old. the pool is very small and not so deep.
",Positive,Negative,0.9251043
"i would love to go back to him, but i hope he gets better. the place and the calm. breakfast was not as good as before
",Positive,Positive,0.12086927
"thank you to the employee for his good handling ... the location is excellent and quiet .. the size of the villa .. and comfort. most services are not available like restaurants .. all under construction ..
",Positive,Positive,0.0044171955
"as i read it, i felt that i was a part of it. i live in granada with hassan, saad, mariama and salima. i walk on the banks of the chanel river, i smell the smell of jasmine and the damascene rose that was planted in its gardens. i walk in the dialogues and take a look at the cisterns. i move from granada to valencia to cordoba. i have never read about andalusia, but it caught my eye on the ancient history that we built on its land, the bitter reality our arab ancestors lived in andalusia, and the horrific ways the spaniards took to drive the arabs out of them and erase their identity ...
",Positive,Positive,0.08517382
"stay and rest. staff services were upscale.
",Positive,Positive,0.070212975
"we ask god to grant them success. we wish them the best of luck.
",Positive,Positive,0.03976029
"comforts . good treatment, staff, cleanliness and location. there is no
",Positive,Positive,0.012778291
"the idea of the book is wonderful .. the most amazing is the innocence and spontaneity of children&#39;s words in all the poems .. it makes you smile throughout the reading period and you enjoy and are surprised by some of the writings and sad about others ... i dream of something great for. p in paper s .. dream of a world of p. and three suns ... i wrote a thin film ... and no one was ill. how much? the world of my dreams p. we sit under the sun. with the gathering of vacationers, i looked in the blue and blue sky. a little b, b, after that. chairs were stacked on the tables. it is okay. the white, white, was the strongest. rainbow. i flew. over the rainbow. it was warm. it has many colors. we skated. towards the bottom completely. to the water. then. i was not wet ... we flew over the rainbow. here we go to mine. we stayed for a few years
",Positive,Positive,0.18756355
"good. location. the rooms are small / the kitchen is a passage of cooking, and all the hotel rooms are connected. mr. haider, the receptionist, helped me a lot by handing me the shelf early, but unfortunately, it did not improve to receive me. may god reward him.
",Positive,Positive,0.35489574
"exceptional. the hotel staff, without exception, is extremely helpful and understands all matters and requirements.
",Positive,Positive,0.000105777886
"political philosophy is a book in the depth of philosophy, history and civilization that dives between the solid dualism between the foundations of monotheism and polytheism and the loose dualism, even if it did not give it its full right, because it is a theoretical deconstructive book between faith and disbelief. it is a small book. the contemporary reader and muslim generally feel the importance of the theoretical dismantling effort presented by al-masiri in the first part of partial and comprehensive secularism in particular. and pushes the islamic to search and learn about the branch of ontology or existentialism because it is a philosophy that expresses a loophole in the entire western civilization. and for anyone who wants to read the book, i advise him to read the first part of the comprehensive and partial secularism and john mccurry&#39;s existentialism book. before reading it to be able to obtain the basic message presented by the author. god knows
",Positive,Negative,0.574478
"the most wonderful book that teaches you how to deal with people, so shadow of the noble prophetic biography. dr. muhammad al-areefi&#39;s style is so interesting and interesting in this book that it attracts you to the point that you cannot leave it until you complete it.
",Positive,Positive,0.067939274
"very good. excellent location and dealings by staff, good reception and clean room. breakfast is very bad
",Positive,Positive,0.059726894
"i really heard very much and really, anis mansour gives up laughing from your heart
",Positive,Positive,0.030352263
"worth the experience. the location is excellent, comfortable, the wing system is great, and the staff are excellent. the furniture needs to be changed, especially the carpet, the absence of cooking utensils and household utensils. the lighting is true, it is romantic and quiet, but sometimes we need stronger lighting.
",Positive,Positive,0.027459297
"nice hotel but beginners staff need training. the hotel is beautiful, luxurious and close to the sanctuary. entry procedures are delayed a lot more than an hour and the room was changed after staying in it and the room service is bad and they do not come despite contacting them more than once
",Positive,Negative,0.74143994
"in more than one place i have seen, he explains the arab reality more precisely than the arab himself can do .. that makes you face facts that you deny about yourself and the nature of your home .. really wonderful. but will it be the same japanese view of the arabs after the arab spring revolutions?
",Positive,Positive,0.0873495
"when i read marquis&#39; novel, i hope it never ends..i love his style of narration, description, and simple narration. as for me to read him short stories, this is the real pleasure. i was amazed by every story .. i did not disappoint .. i knew that his short stories are totally different from any stories i have previously read to any writer. all stories are great, but i liked it the most, and i think i will not read like them. blood on the ice ... its shock shocked me and i did not feel it when i read absolutely suddenly it ended and left the shock and then read it immediately after its completion in order to understand the events again .. i may have missed reading or understanding ... it ended again with the same shock. telephone .. distinctive and nerve-wracking and fun artwork. i think if it became a movie or a play it would have been an overwhelming success. maria .. the idea alone is holding ... the idea of buying a grave .. it takes you to another world that makes you contemplate and think about this miserable, calm and peaceful soul at the same time. i highly recommend reading the collection to know another marquise
",Positive,Positive,0.4397607
"evaluation . the level of cleanliness was very high in addition to the level of food and service, as well as the quality of the beds and the air-conditioning of the rooms is excellent .. receiving the room was not done on time upon arrival and housing was in a small room i and the family are not a suite or on request at all and the delay was for two hours, which caused disturbing mood and uncomfortable when arrival if i had some works in the afternoon, as well as a wedding in the evening.
",Positive,Negative,0.78186464
