Senti score,Original text,Original Tag,Prediction,Senti words 
 0.42857142857142855,"A novel is not wonderful in style and presentation of events, but it has facts that we cannot obliterate the revolution that we are going through now or if you want so say the coup history witnesses that Egypt is a country without a single revolution but the topic is in its entirety and the writer addressed this issue in particular it indicates a broad horizon and the end is unfamiliar in our Arab circles It was natural or stereotypical that the hero who killed many be imprisoned, but also the idea of the novel mimics the novel of Gram Vipers almost the same topic, but with some vaccinations that did not change the environment. The hero is a pharmacist, and the events clarify to some extent what the pharmacist suffers in our reactionary Egyptian society. How did we transform that profession into mere hands that transmit the drug only? Also, the vipers ’gram was also a note that is not longer noticeable from the frequent eating that Ahmed Murad tends in his novels and works to the degree of cost not to add new To events and will not affect if deleted. I don’t know if the imagination is sick or the writer wanted to attract a certain type of readers to buy a lot of editions. I suspect that, but also his goods from a subject and some common views attract the reader who is looking for science as he plays on the strings of market and mind requirements
",Positive,Negative,wonderful style obliterate issue unfamiliar stereotypical hero killed many idea change hero suffers reactionary transform works add new imagination sick suspect
 0.25,"My previous readings by Abd al-Wahhab Mutawa have proven that he is a great writer, and there is no doubt worthy of respect and appreciation .. And these articles have increased this evidence ... Indeed, a wise man in his decisions and worthy of people&#39;s trust and his choice to share their concerns and concerns ..
",Positive,Negative,proven great doubt worthy respect appreciation wise worthy trust choice concerns concerns
 0.25,"A precious name for an old hotel. The location on the sea is beautiful. The room rate for services is considered overrated. Breakfast was standard size room as well. The room location is far from having only one elevator.
",Positive,Negative,precious beautiful overrated well
 0,"A greeting to Muhammad Al Makhznji Anecdotal books are among the most beautiful things you can read ...
",Positive,Positive,beautiful
 0,"It was so beautiful. Everything is great.
",Positive,Positive,beautiful great
 0,"Exceptional. The service was great and very clean, not like four stars. God willing, something great.
",Positive,Positive,service great clean like willing great
 0.16666666666666666,"From the beaches of America, passing through the history of Athens and sympathy for Khomeini&#39;s Iran and its revolution. Return to the land of Kinana Egypt. The writer wandered with his thought and analysis before stepping into his body. Squeeze the difference and awareness of its aspects. And distinguishes good from it from the malicious. It was a tourist tour of minds and their well-being, not the luxury of matter and fancy
",Positive,Positive,awareness good malicious wellbeing luxury fancy
 0.07692307692307693,"Among the most beautiful biographical books that I have read, I loved the writer&#39;s profound reflections and questions, as well as the poetic passages that added to the book a special magic, that makes you stop reading from time to time only to keep silent and allow the words to leak into your soul.
",Positive,Positive,beautiful loved profound well poetic special magic time time silent allow leak soul
 0.14285714285714285,"There is no doubt that the free may cost you a high price and may compel you at times to give up principles that she was brought up with, even for a short period .. These notes highlight the writer&#39;s courage and her unique intelligence and tell about the high price that she and her family paid. Bucklist
",Positive,Positive,doubt free give courage unique intelligence family
 0,"Dubai. The room was excellent, overlooking the private pool and in some kind of privacy.
",Positive,Positive,excellent kind privacy
 1.0,"Fifty-five of this problem is present in the book &quot;Confessions of a Lover,&quot; I do not know what needs to be repeated
",Positive,Negative,problem
 0.0625,"Wonderful, unique and fun .... the history of reading. Whoever tried it before Alberto Manguel ... You take back time passing all the paths of years to see the panorama of your fellow readers throughout history. How the book became a book. And how did I get the letters, too? And why do I read now silent. And how many times before me slept between the lines. And how many lovers he financed on the pages used to retire the world to between the two books like you ... from distant lands and from faraway times. You read the history of reading. You need a philosophy and a meditation session in order to analyze this phrase and savor the underlying content of rapture, paradox and depth, and millions of millions of millions of pages that have passed through many eyes and many hearts and have been replaced by tales, ideas and countries .... here. You will see your reading companions, hear them, and enter the secret chamber of their customs in front of the first spring: the Word. They will advise you and guide you a lot. Perhaps the names of foreign tyrannical books on the pages diminish his splendor and the thread of linking you and him, but perhaps that would be a motive for one of us, readers, to compete with Manguel and write the history of our reading ... and what we sang ...
",Positive,Positive,unique fun time silent many many like meditation order content rapture many many guide tyrannical splendor
 0,"Excellent. The staff were upgraded and assisted as much as possible. The hotel and rooms are always clean. The location is close to the Dubai Mall only and the airport.
",Positive,Positive,upgraded clean
 0.2,"The best book of his village by Omar Taher is not a fine traction. I enjoyed it very much, one of the first satirical political projections, judgment and preaching between the lines and the quotations of the celebrities he mentioned.
",Positive,Positive,best fine traction enjoyed satirical
 0,"It is amazing in the consistent description of the Palestinian villages and the details of the battle events
",Positive,Positive,amazing consistent
 0,"very good. Beautiful and comfortable hotel. The room rug is old
",Positive,Positive,good comfortable
 0,"Nasser. Wonderful reception, the location is great ... cleanliness, fast handling and services, very reasonable prices, the reception staff are great and they are comfortable. Everything I saw is excellent
",Positive,Positive,great cleanliness fast reasonable great comfortable excellent
 0.09090909090909091,"A more than wonderful hotel, I went last week to Sharm El Sheikh and I went down to Sherton and found it very luxurious and clean. I stayed two days in an amazing place. The beach is wonderful and the swimming pool is wonderful and all the staff felt you were the most important guest in the hotel. I especially mention the managers of the front offices Mr. Ahmed Abaza and Mr. Mahmoud Salem And all front office employees who were solving any problem in the shortest time. So were the restaurant and the food was great
",Positive,Positive,wonderful luxurious clean amazing wonderful wonderful important problem time food great
 0,"Seriously, everything is perfect, especially Mr. Muhammad, may God reward him with all good. One of the best hotels that I took a tour. Everything at the highest level
",Positive,Positive,perfect reward good best
 0,"Exceptional. The place and parking are very excellent for families due to its proximity to Deira City Center and Naif Market. The pool is mixed and popular with foreigners
",Positive,Positive,excellent popular
 0.6000000000000001,"very good . cleanliness. The employee at the front desk was treated very poorly and unfortunately unhelpful
",Positive,Negative,good cleanliness poorly unfortunately unhelpful
 1.0,"Exceptional. . Workers are only slow in waiting bags for rooms when registering and booking a room for up to half an hour
",Positive,Negative,slow
 0.3828125,"A very important discovery this year. Wonderful Wadih Saadeh. Have you heard about nihilism? Here nihilism will smell and breathe in his words. The office is wonderful and elegant prose. I chose for you these two syllables. . The dusters. The desolate roads of Habun alone. The earth has become dust, and here we are completing the life of dust .. We are continuing the life of the dust of the earth. This is someone who must complete his life, and here we do .. We do not complete the life of the earth, but the life of our dust. We do not complete life, but death. We came to accompany the dust in his last blow, we carried him to his resting place, and we slept with him .. The land was not like us. It is our opposite and we are its ruins. We did not come to complete that land, but to denounce it. We did not come to continue, but to deny .. No religion before us, no religion after us, no religion. Dusters without religion or religion, for dust is nothing but aerosols. They swim in a vacuum. In space whose mother or son does not Earth. In the paternity vacuum and the sonship vacuum. We are going to our God, to nothing .. We are the dusters, and this is what we saw in our blowing, this was not something before it became dust, it was nothing before we became dust. . Beauty transit. Beautiful fast transients. They don&#39;t leave a shadow. Perhaps a little dust, it soon disappears ... the most beautiful among us, abandoned his presence. Leaving a clean room vacant seat. Beautiful in the air in the absence of his voice. Clarity in the dirt with its uncultivated area. The most beautiful among us: the absentee .. Boycott the place and boycott the time lightly. Do not leave the place to overturn it, nor for the time to waste it. He devoted himself in the quick blowing, leaving no one who left his bed or wheat for his field. Retracted from the condition of walking to reach. Withdrawal from access .. Transit quickly as a migrant angel. Not leaving residency may be a place of sin. Not committing a sin, not committing a residence ... quickly under a sun that does not touch him, under rain that does not wet him, on dirt from which no impact remains. Quickly without trace, no legacy, no legacy .. He did not have enough skills to learn a language. He did not have to absorb habits. He has no language, habits, teachers, or students. Passing over language, above customs, above ranks, names and imitation ... without a name, above calling and calling ... and above gestures, except for the gesture of crossing ... and without sound, because the sound is heavy in the air ... because the sound may collide with another. It might crush another sound in space. It may disturb the breezes ... and without desire. Because the desire to establish steadfastness .. transients quickly beautiful. Do not reside in a place in which to leave the ugliness. They do not have enough time to leave a stain in the memory of the residents ... who stayed long with us, leaving spots on the fabric of our memory that we do not know how to erase them ... painful spots, wherever it is on the seats, so that we can no longer sit .. long residents take away our seats. They turn our home furniture into pieces. So that we sit, if we sit, on their ribs, on their bones ... the resident residents are crushed. As for those who pass, they do not crush anyone and no one crushes them. They shall not be trampled upon beings, nor be burdened with footsteps. Even the air does not hint at them for a moment ... without anxiety, regret, gods or followers. One faith for them: crossing ... abandoning places, homelands, fathers and sons. Restrictions. The vandals of the gallows made of iron, place, time and belonging .. They are falling, one after another, clinging to the residence. Falling with their homelands, which became an illusion. Their affiliations, which became a lie. With their paternity, which has become a burden. With their faith that kills us, kills them, and kills life ... transients have no victims. Do we therefore have to glorify life quickly, to glorify its transit, to glorify suicide? Lightly bird whisk and open Aura wing. The openness of the transit air was lightly open, and the starting air did not pass .. They passed quickly, as a moment of diminution .. They had a voice from the sparrow, from a branch, a look, from a blossoming Shamim .. Their birds were singing and leaving, not to be imprisoned in cages or paved in mummified facades. Their birds are the traveling soul, not the feathered resident .. and their fragrant fragrant flowers outside the pot ... other than the traveling, the indifferent, the tampering with the residence, the possessed, and the dead, who would have discovered the beauty of crossing? And what moment does life discover more than the moment of its absence? Is it necessary for the leave to be authenticated more than the residence permit? And, therefore, should our life be just an exercise in the beauty of leaving? The most beautiful of the departed. The most beautiful suicide. Those who did not want anything and did not take anything. Those who took one step in the river were enough to discover the waters ... the most beautiful of us who are not among us. Those who left us are light, leaving modestly, their seats for people who may come now, to this party ... a silly party, and yet the tenants do not leave the seat. But why not seats, as long as the celebrities start guests and end enemies? Let us go, then, lightly, before the daggers swallow us up, before we make the banquet dish .. The moment of reaching the celebration is the beauty of the celebration. And then, soon, the beauty becomes the departure. The departure step is always the most beautiful .. The departed people mix the breeze. As we stand to make funeral for them, let us commemorate their memory also. Because memory hinders their departure, brings them back to their place, makes them inanimate ... Memory hinders those who wish to die. And make those who want to live dead .. Let us bury it then .. to bury the memory while we sing .. It is a silly party in any case, but since we have arrived, let us sing and dance .. seconds, we may be beautiful .. but the most beautiful will remain: the absent .. Thank you Oh wonderful, I will make sure to read the rest of your work. And scheduling them within my plans
",Positive,Negative,important discovery smell wonderful elegant desolate dust life dust life dust life life life dust life death dust blow like ruins denounce deny religion religion religion religion religion dust space dust dust fast dust beautiful presence clean air absence dirt beautiful absentee boycott time overturn time waste devoted angel touch dirt enough learn air crush space disturb desire desire steadfastness beautiful ugliness enough time stain erase painful crushed crush air anxiety regret faith time belonging falling illusion lie burden faith kills kills kills life glorify life glorify glorify suicide open openness air open air blossoming soul fragrant fragrant indifferent dead beauty life absence life beauty beautiful beautiful suicide enough beautiful light silly start enemies celebration beauty celebration beauty beautiful breeze live dead silly beautiful beautiful wonderful rest work
 0,"very wonderful . The hotel is wonderful. nothing
",Positive,Positive,wonderful wonderful
 1.0,"My impression of it is purely psychological ... What is more terrible than just nausea, painful thoughts
",Positive,Negative,terrible painful
 0.2777777777777778,"A very nice novel I could not imagine its simplicity. Sad that it was less than normal, I did not see anything unique in it. She was a complainant person who did not like something looking for love. She just wanted an extraordinary person. A person who cares about every detail of life, in contrast to it, I don’t know, so my unique opinion touched me with many situations. Somewhat realistic in her view of society, because this is our situation. All that I know is that I grew a lot ... Very sad .. . Not because I broke my fingernail or cut my hair too much, sad because I knew that the simplest of my dreams would not be true. The books are my path, which I relieve from the crowd of interrogations and arrange chaos inside me. I stopped complaining and asked. Defeated ....
",Positive,Negative,nice simplicity unique like love extraordinary life unique touched many realistic sad broke sad simplest relieve chaos complaining
 0.11764705882352941,"Dance as if nobody sees you. Sing as if no one can hear you. I love as if no one ever hurt you. How many things do this evening for the first time. O birds, O mountains, O waves, O springs, O waterfalls, O all beings, I hear your intentions calling out to me. O life. Let your products be long, and they&#39;ll come with your hand. For such lavish sorrow delight. Dance me. . There is no love story but you start with a musical movement, in which the conductor of the orchestra is not your heart, but the fate that disguises you from its stick. With it, it leads you towards a music scale that has no drawer, as long as you do not possess a symphony of age and no access key .. the musical lock. . As usual wonderful dreams. Its charming fresh language. And the depth of its analogies. As if I heard the best piano playing while I read dreams.
",Positive,Positive,love hurt many time life lavish sorrow delight love start movement heart leads wonderful charming fresh best
 0,"good. The location is excellent and the resort.
",Positive,Positive,good excellent
 0,"The genius of Mostafa Mahmoud is embodied in his ability to analyze reality and read the future. I did not read much for Mustafa Mahmoud, but every time I finished devouring one of his books, he finished and I was in astonishment. Political circus games is not only an analysis of events that happened in the past, but also a reading of our current future and what is going on in it
",Positive,Positive,genius reality future time astonishment future
 0,"very good. Our workers. Furniture provided
",Positive,Positive,good
 0,"I felt that I was not reading if I did not read the shadows, so I worked on reading it and would finish it, God willing, completely.
",Positive,Positive,worked willing
 0.33333333333333337,"One life does not tolerate options and return to correct, as if Teresa&#39;s hand, which tightened his grip on his hand, was not coincidental, if I may express it as shaking hands with the death that spread within him until he died after his return to attend, evoking love in sleep and not in intercourse makes Thomas forgive himself for his endless passion in revealing the Anna Femininity because the goal that we seek in the truth is an unknown thing that we do not know its existence after, Theresa and the body beyond the body and the balance and lightness weighs the cuff and the other flies with the cuff and not all the weight is burdensome as his body fell on her tender body ... Very personalities born from the womb of words .. If you fear the present, run away to the future, but where is the lightness?
",Positive,Negative,life correct death died love sleep forgive endless passion truth unknown beyond balance burdensome fell tender fear future
 0.25,"Quite good, the price was very high, around the dinar per night, for a single room. Reaching the hotel is difficult, because I first time, very grandfather, and the services were not good, and the month for Inter was very normal.
",Positive,Negative,good difficult time good
 0.16666666666666666,"Centro Capital is creative in the world of hospitality and I hope that its creative image will be completed. The hotel&#39;s décor is beautiful and the room gives you a good level of comfort and luxury despite its small size. The bathroom needs to be more isolated from the room, there are no meals for the rooms, but sandwiches and small meals, and the food prices are very high. There is no help in carrying the luggage. Shampoo is very bad.
",Positive,Positive,creative hospitality hope creative beautiful good comfort luxury isolated food help bad
 0,"excellent service . . No parking
",Positive,Positive,excellent service
 0,"good. . If it is in a restaurant in the hotel or at least a large and good buffet ... Unfortunately, you do not find that the rations and restaurants are far from the location of the hotel
",Positive,Positive,good good
 0,"Excellent . Everything is excellent. There is no..
",Positive,Positive,excellent
 0,"A wonderful . The location is quiet and excellent for families. Only the washing machine does not work and the testimony to God did not tell them
",Positive,Positive,wonderful quiet excellent work
 0.5,"Wonderful. Close proximity to the airport, convenient price, and transportation. There is no breakfast and the buffet prices are expensive and there are no restaurants beside it and bus transportation to the airport at a specific time and they did not tell me that there are two flights to the airport, one for a terminals and another for a widow and I installed the hour so he refused my receipt and made me take the taxi and took a taxi to the hotel also upon arrival at the airport
",Positive,Negative,convenient expensive time refused
 0,"Dubai, Ibis and Dubai. . You do not have porter service
",Positive,Positive,service
 0.1,"When I read this book seriously with a sense of comfort and tranquility that our Lord is always with me despite the mistakes I made with it from the best religious books I have read in my life and this is easy to write, of course, because I love the style of / Mustafa very much more than wonderful. When I read the book, it meant a sense of joy in the program, exactly
",Positive,Positive,comfort tranquility mistakes best life easy love style wonderful joy
 0,"Smooth ... beautiful. My comment is that the heroine never loved her, but loved what was presented to her
",Positive,Positive,beautiful heroine loved loved
 0.4,"Great experience with some notes. The receptionist is very excellent in his dealings and morals. I think his name is Mohamed Faidah. There was a delay in preparing the room, which arrived about an hour, but the receptionist handled the situation, and also extended the time I left the hotel to the hour, in which Morocco had some dirt on the sofa in the room. God
",Positive,Negative,experience excellent delay time dirt
 0.15384615384615385,"This is my third taste of rattin. After a third attempt I have not yet completed. After I read wills in the early morning, she decided to read them suddenly. It started out ,,, And I finished it on the same day ,,. I didn&#39;t feel the time just I was eating sheet after paper. Of the total sheet. She is all that&#39;s left. To tell the story of a man. His name is Muhammad Al-Watban or another person. The question remains. Is it true. Or a figment of fiction ???. I am still amazed. I still retrieve the events, I must understand. Dialogue with oneself was in the face and was indicative of many conflicts. Mrs. T ,, is one of the elements of the deviant society, I wonder how many lady T in reality ?? . How many Mohammed and Taban as a famous person are hiding behind a mask. Note: It has a lot of sexual hints
",Positive,Positive,time fiction still amazed still understand many conflicts wonder many reality many famous
 0.4,"I highly recommend it. The kitchen is mostly kitchen appliances, there is a washing machine, an iron, and a broom, as well as you feel that you are really in your house. The apartment is spacious and has wonderful screens and two halls. Time and effort attitudes are many and misleading. The bed of the bedroom has a descending and descending and needs a change, because it is uncomfortable and the pillows are also very uncomfortable, I have a stiff neck
",Positive,Negative,recommend well spacious wonderful many misleading change uncomfortable uncomfortable stiff
 0.375,"As the writer said:. Keep a permanent copy of it in your library, and do not neglect it, no matter what happens, to refer to it whenever your prayers bear lukewarmness and your heart is weakened. ...... A book worth reading again. :. As the writer said: Keep a permanent copy of it in your library. Do not overlook it, no matter what happens, to refer to it whenever your prayers bear lukewarmness and your heart visits weakness ..... a wonderful book worth reading again.
",Positive,Negative,neglect heart worth overlook heart weakness wonderful worth
 0.38095238095238093,"Search for the dead in those around you. Those who do not speak when the time for rhetoric comes ... and do not search with their open eyes for light when darkness prevails ... and do not move, no matter how slapped their faces .. Do not try to give them life, they will not accept your gifts. Leave them there ... do not bury them on the ground. The dust of the earth is created for life, not for death. Only the people who lived above it are worthy of the dust of the earth .... The account of the deceased. The sofa party. Egypt&#39;s people . It is not true that whoever gave birth did not die. The truth is that whoever did not die. Do and do not speak. Your pictures hung on the walls will inevitably come down and you will not find people who know your voice to tell you something ... It will remain only what you did ..... A wonderful novel that I liked and attracted me from the first new page in its content and in which it focuses the yogurt butter:
",Positive,Negative,dead time rhetoric open light darkness give life accept dust life death worthy dust truth hung inevitably wonderful liked new content
 0.1875,"Nostalgia .... narrating its events is simple but with deep meanings, all its idea is about a young man who is thirteen who rises from sleep in the morning to discover that he is blind and in memory and tries to recover what he lost through the rest of the senses and his senses begin to guide him to the rich stages in his past life before the accident to begin discovering Himself again .... The story is different passages from the life of Nadim, the protagonist and the owner of memories. In the novel, we will find that we all have a happy / painful past, to whom we are a wali His feeling, the novel was written excellently and the reader would feel compatible with it if he had read it carefully
",Positive,Positive,simple idea young sleep blind recover lost rest guide rich life life happy painful excellently compatible
 0.09090909090909091,"very good . New hotel featuring technology, tranquility, spacious room and decor, good reception. Its location shows its proximity to commercial places, but in reality it is farther away and taxis are not available quickly .. Restaurants are not diverse only Indian and the meal of Suhoor even though it is available as a substitute for morning breakfast, but it is specific and has foods that are not suitable for fasting people the next day and cause thirst and was replaced upon request .. Incident One was when our turn in the taxi was passed and it was because of an employee trying to win over a European family
",Positive,Positive,good tranquility spacious good reality available available suitable thirst win family
 0.30952380952380953,"Your only proof of freedom remains when Victor Hugo decided to present his novel The Miserable in the nineteenth century, he did not know that it would turn into this great cam of art, which met with artistic and mass success and became the main source of many of them, so the genius director Tom Hopper came to present it once Others are in a musical saga, creating a different atmosphere, with perfect craftsmanship, as if you are watching her heroes on the stage and not in front of a lyrical movie. With every scene, you will feel a desire to applaud the director Huber&#39;s ingenuity in pushing his actors to sing directly in front of the camera until you feel with their voice sadness and imprisonment and To the extreme anger of what they are subjected to, and that feeling will not diminish when you rush to sing with them as if you are one of them. A basic line for her in the movie, and she presented an aesthetic image of the mother and her great sacrifice. And the performance of each of the two stars Russell Crowe, and Hugh Jackman will not be less than the same power of Hathaway, where everyone succeeded in increasing the beautiful meanings of the novel, and far from the well-known story that was presented as much as we mentioned and I mention among them a wonderful Atef Salem, which was starred by the Egyptian screen monster Farid Shawky, this time he is forced The elves went to steal a loaf of bread, and then he is sentenced to prison. After leaving, he escapes from observation, and the officer remains sentinel looking for him to bring him back behind bars ... We find that the writer that Boublil focused in the dialogue on the true message that Hugo always presents in his writings and writings where the human message is presented through Deep dimensions were represented by a guy B freedom of human being, oppression and injustice to which it is exposed, and the bad social conditions that oppress it, the most important of which are ignorance .... and if all elements of success from the staff, story, and director are completed .... then choosing the songs presented in the movie was one of the most important elements that helped in crowning this An-Nahah, especially the first song in the opening of the movie, which, if indicated, indicates the oppression that a person is exposed to, as well as a song and other beautiful songs written by Claude Michael Schoneberg. Unfortunately, the place here will not help me to mention all the aesthetics in the film, but all I can mention and say that the film deserves to be You see it more than once in addition to being among the best elephants On a divorce, and it must be kept within your movies library.
",Positive,Negative,freedom great success many genius perfect lyrical desire applaud ingenuity sadness imprisonment anger subjected great power succeeded beautiful wonderful monster time steal prison human freedom human oppression injustice bad oppress important ignorance success important helped opening oppression well beautiful help addition best
 0.3333333333333333,"A wonderful and quite painful novel. The novel discusses the changes that occurred in the Egyptian society in the seventies and eighties, where the economic openness and migration began to the oil countries and the repercussions of those changes from social problems that reach the level of disasters through a group of interconnected or distant stories, even if they all share in its painful return on the reader. It is undoubtedly a wonderful novel with a distinctive narrative style, but you may need to stop in the middle to catch breath ...
",Positive,Negative,wonderful painful openness problems interconnected painful wonderful distinctive style
 0,"The rooms are spacious, the beds are large and comfortable, the services are excellent, and the swimming pools are clean and spacious. Yes, the breakfast is delicious and the bed is comfortable.
",Positive,Positive,spacious comfortable excellent clean spacious delicious comfortable
 0,"good. Good reception. The delivery service to the campus needs to be reviewed, not around an hour.
",Positive,Positive,good service
 0,"One of the simplest books that I have read, but it raises my spirits, and that shows you if a person wants to achieve something, he must persevere and work seriously, then everything can be achieved for him.
",Positive,Positive,simplest achieve persevere work
 0.16666666666666666,"good. The place is beautiful, quiet and the location is very excellent. The price of the hotel is somewhat expensive, not inclusive of breakfast, more like a furnished apartment than a hotel, which means the person must have a toothbrush, soap shampoo and toilet bath.
",Positive,Positive,good beautiful quiet excellent expensive like
 0,"good. Close to the sanctuary, quiet, the call to prayer inside the rooms is very beautiful, with the ability to control the sound. Close to restaurants and shopping. Multiple, spacious and clean lifts open the breath of an excellent and wonderful Ramadan breakfast buffet. There is no Wi-Fi inside the rooms. Slow services when requesting cleaning. When requesting laundry and ironing services when ordering an extra mattress, tell us: there are no rooms that are too narrow and not worth the value paid per night, which is close to riyals. Tea and no sugar just give you three cans of water with every room cleaning
",Positive,Positive,good quiet beautiful spacious clean open excellent wonderful extra worth value give water
 0.4,"Injustice must be done by another, and by night, and to see in our world the death of tyranny and bright light and wonders.
",Positive,Negative,death tyranny bright light wonders
 0.75,"Corruption, injustice, oppression, silence on the right to indulge in claiming rights, and thus pictures of Khairy Shalaby this time. He called them bastards, and I call them I, the tormented, in the earth. These are the people who have been humiliated and insulted to themselves without the slightest resistance from them to submit to those who are stronger, believing that they are helpless ... These are the idiots of this age and every age.
",Positive,Negative,injustice oppression right indulge time bastards tormented insulted resistance stronger helpless idiots
 0.2,"Almost one of the best books I read recently. A very cynical style, I couldn&#39;t prevent myself many times from laughing and I couldn&#39;t prevent myself either in the case of the country. Bravo, Bilal
",Positive,Positive,best cynical style many laughing
 0.14285714285714285,"Excellent. The hotel is really nice and clean, and its location is not far from the Prophet’s Mosque, especially the women’s department and the hotel’s service, and her grandmother is one of the best collaborators with me. There may be some excavation and construction work nearby, but it was not permanent. Likewise, when the street near the hotel has a traffic jam, especially the back, it is somewhat inconvenient, and it is not permanent. I recommend the upper valley from above.
",Positive,Positive,nice clean service best work jam recommend
 0,"Her style is charming, flowing, gasping behind, vital, fresh, fresh ..... to read to Sanaa Al-Bisi, meaning to enjoy a certain pleasure
",Positive,Positive,style charming flowing fresh fresh meaning enjoy pleasure
 0,"My first experience with Farouk Jouida ... and it will not be the last.
",Positive,Positive,experience
 0.18181818181818182,"The book, despite the element of suspense, needs a mental effort to read it. Was Zidan neutral as he stated in writing, I am certain that it was not so, as it is not possible for a person to easily evade his religious intellectual affiliation completely, but I know that he tried and with great seriousness to trace history and transfer it in a way that shows his true existence. Zidane elaborated on explaining Arabic theology and shred it. As for the connection of religious violence with theology, it was not clear or sufficient, but rather was closer in his conversation with creation. The book is very good and I hope you can see it, but one book is definitely not enough to be an objective and comprehensive view. Inevitably we need more books on the same topics that the author explained
",Positive,Positive,easily evade great seriousness connection clear sufficient good hope enough comprehensive
 0.46808510638297895,"Championship, motivation and the main driver of events are the revolutionary idea and situation and the desire to make a fundamental change in society, not people. The idea that Dostoevsky clearly declares his wish to change and rebel for a better life is why people give such great attention to others&#39; opinions about them, that they control their lives and are considered their weak point and through which they can easily control them with the remote control. The analysis is still waiting for me to have the opportunity to give him the right to write in detail, perhaps after finishing the second part. When I had the opportunity to complete what I started, I found that the supplement was required:. You are confused as you approach the end of this chapter in the classification of characters .. From a good and a wicked person in particular Nikolai Staffogen .. He and his friend Peter are very complex and very complex personalities that curse them sometimes sympathize with them and seek excuse for them. In the end, you really find yourself wondering: Will I know at the end of the novel who the demons are, and whether they include the father and teacher Stephen Trovimovich .. He is the other who seems to suffer from diseases of selfishness, negativity and inaction, the inability to resolve any issue or make any decision .. These characters are considered to be rejected characters in Societies preparing for a fundamental social change in them, where the negative intellectual is hated and undesirable .. It does not provide, but delay. One of the most wonderful dialogues in the novel is Stephen&#39;s dialogue with Varvara Petrovna, as she attacked him violently, accusing him of wanting to exclusively acquire knowledge, and in return, he despises others on the pretext that he is more knowledgeable .. He is stingy with his knowledge so he is responsible for what they reached and directly to. Rather, we find that he himself is frank with himself and reveals it in front of his friend, the narrator, and admits that he is like a capricious child, who has many freaks, and he says: You have put your finger, my friend, on a painful sore point, and that the friendly fingers are cruel, merciless, but lack civility. Sometimes I think of this woman, Farvara Petrovna, who has reached that whole amount of generosity, tolerance and patience towards my bad faults, the truth is that she is not a lot of patience. But is it permissible for me to complain about the bad nature of myself, who I likened to the child in extreme selfishness without having the innocence of the child ?? As usual, in light of societal developments, we find that there is no dialogue between the heroes of any revolutionary movement that is free of these sentences that bounce by rebelling against the frozen ideas that the clerics boil in order to control the poor of society and compel them with religious authority to accept the class differences and the abhorrent reality to them, this sentence came to Stefan Trofimovich:. The more painful a difficult life for a person, and the more miserable persecuted people are, the more persistent the dreams of rewards that they will receive in Paradise. And of course, you do not find a society devoid of the likes of Leputin the chatter, the gossip that does not stop rhythm among some friends to control them and know their weaknesses and influence them through them ... And we find that this is what Ibn Stephan excelled in controlling the wife of the ruler, which is what we will find in the second part The conflict rages, and the ends begin to take clear paths
",Positive,Negative,motivation revolutionary idea desire change idea clearly change better life give great weak easily still opportunity give right opportunity confused good wicked friend complex complex curse excuse suffer selfishness negativity inaction inability issue rejected change negative hated undesirable delay wonderful violently accusing knowledge knowledgeable stingy knowledge friend like capricious many freaks friend painful sore friendly cruel merciless lack civility whole generosity tolerance patience bad faults truth patience permissible complain bad selfishness light revolutionary movement free frozen boil order poor accept reality painful difficult life miserable devoid likes chatter gossip weaknesses influence excelled conflict clear
 0.6111111111111113,"The real problem with Ahmed Murad is that he writes and sets his eyes on TV and cinema. Vertigo may have escaped being the beginning, but the dust of diamonds fell into the trap and the blue elephant came to deepen the problem as a psychiatrist. Storming the world, but a sad and angry novelist who escaped a great opportunity to write a novel about a mysterious magical world spoiled by Ahmed Murad with the jinn and the goblins and Habshanat the three-star horror book of the idea and the effort and sadness to rush and the desire to make a fictitious world and your consideration as blocks in mind for cinema and hill scenes TV, not the book reader
",Positive,Negative,real problem dust fell trap problem sad angry great opportunity mysterious magical spoiled idea sadness desire fictitious consideration
 0,"excellent . Everything is beautiful, amazing and amazing. No water bidet
",Positive,Positive,excellent beautiful amazing amazing water
