Text,Label,Predicted Senti,Predicted Score 
grandson is 2 1/2 & loves cars - was thrilled with all his new treasures.  can't go wrong for the price - he's had them 6 months & nothing has broken on them.,Positive,Positive,0.011354647
"this will be hard to contain at least 20 words because it is so simple.  anyone who has ever grown up with matchbox or hot wheels knows you can't go wrong.  the variety of cars and your child's imagination is what makes this a perennial winner.  matchbox are known for their renderings of realistic cars.  this is what is unique to them in that you can be playing with a car that your dad drives or what your grandpa drove back in the day.  plus they have so many everyday styles.  from cars, to tractors, trucks, emergency vehicles, race cars, etc.",Positive,Positive,0.021885436
"was bought as a present, but was told the child enjoyed playing with. matchbox has made reasonable replicas of cars, trucks, etc. as long as i can remember. matchbox vehicles was one of my son's favorites while growing up.",Positive,Positive,0.0029923383
"some of the ants died during shipment but overall this was a great, fun, educational toy.  my son really enjoyed watching the ants dig and eat.  my husband even loved it.",Positive,Positive,0.003271076
"having live stinging ants in my home is definitely outside my comfort zone. that being said, this was a great product for my kids. all of them, 2 to teen loved watching the ants dig and tunnel. even my squeamish self enjoyed watching the tunnels develop. ants are truly amazing workers. among the ants that arrived only two were dead.  the one draw back was this. the product said the ants would live 2 to 4 weeks. they survived much longer, necessitating caring for them longer than i expected.",Positive,Positive,0.010047933
"i got this anthill for my sons birthday in august.  after the ants arrived in the mail, we got the sand put in the hill and then the ants.  the first few days were the best as the ants were healthy and hard at work making tunnels.  we'd wake up in the morning to see a lot of work had been done.  it was hard to water them and keep the moisture level down.  also, it didn't seem like i put any food in that the ants would finish.  all in all, i would purchase it again in the future.  we've also done the butterfly and ladybug homes which were both great too.",Positive,Positive,0.39113835
"my homeschooled kindergartener had such fun with this ant farm.  it was the perfect size for him, and the ants were so easy to observe this way.  most of our ants arrived alive and lived for about three weeks in the ant hill.  a word of caution:  don't over-water them; these ants drown really easily.  learned that the hard way.  :(",Positive,Positive,0.3732087
"my toddler loves this and enjoys the train aspect and the stacking features.  through play he gets to work on colors, shapes and making things fit.  more use out of this then any of the bright light and noise things we get given as gifts.  great toy to grow with.",Positive,Positive,0.010127162
"a year after purchasing this toy, it is as beloved as on the first day on which it was received. bright beautiful colors, pieces that fit in many different combinations, simply wonderful",Positive,Positive,0.0074777454
"at first, i was disappointed my son (he was just about 18 months at the time) didn't really take to this toy. but a few weeks later he was using it all the time. we have used it to help learn about colors and shapes. the only thing this train is missing is a way for the toddler to tug it. (they love tugging) so i secured a shoelace to the bottom of the engine piece and the other end of the shoe string to a large wooden bead my wife had lying around the house. now our son really likes this toy as he enjoys tugging it behind him from room to room.high quality wood, paint and finish. melissa and doug have done it again!",Positive,Positive,0.4084626
"my 2 year old loves playing with the train, he likes taking the wooden pieces off and putting them on, over and over again. the triangle shape is challenging for him for now. it seems durable. needless to say, he loves moving it around while saying choo choo = ) great size too. i got it at nordstrom.com for 12$ shipping included",Positive,Positive,0.00054411835
"i got this for my son for his second birthday but ended up giving it to him a couple weeks early on a boring day.  first thing he did was knock the blocks all off.  i tried putting it back together, but it took me pulling the photo of it up on the computer to see how it goes back on.  now i have it figured out easily, but it would certainly not be something he could build back up at this age.  he does enjoy putting the blocks in different places though; it doesn't bother him.  he pushes the train around the room saying 'choo choo..'  i think it is educational because he likes to name the colors of the blocks and put them in different positions.  i see this lasting several years.",Positive,Positive,0.4300616
"we bought this for our youngest son last christmas.  he is now 2 1/2 years old and still plays with it almost every day.  it is very well made, and very reasonably priced.  in the beginning, we had to sit with our son to show him how to put the train back together, but now he's a pro.  this is a toy we'll be pulling out for a grandchildren in the years to come, as long as he doesn't feed any of the blocks to our dog!!  i highly recommend this toy; it gets more ""play time"" than our leappad, lego table or vtech toys.",Positive,Positive,0.06524936
"not sure who loves this toy more, the grandkids or their papa.  bright colors, lots of shapes, and on wheels!  what's not to love?  i love the fact that there are no sharp edges.  i recommend melissa and doug toys to all my friends.",Positive,Positive,0.0012799004
"my son is two and absolutely loves this train he got for his birthday. if you read any of my other reviews, you will know my son is just crazy about trains. this train is no exception. i had bought this for my godson and was warned that the stacking pieces would soon not be on the train. my friend was right. at first they stayed on there, but soon they were off.he is only two right now, so that is fine. we saved the cardboard part of the wrapping, which has some excellent examples of how to play with the train. i tried to do them with my son, but he is much more interested in the choo-choo aspect of it. this is yet another one of his many trains that he owns that he will bring when i tell him to get me his choo-choo. any child who just loves trains, will love this toy. it is very durable and just loads of fun.",Positive,Positive,0.20683205
great my son loves it. all of melissa and doug's stuff are quality. you definetly get what you pay for. if you child loves trains or thomas. get this. they will love it.,Positive,Positive,0.0041867085
"you can't go wrong with the quality of melissa and doug wooden toys.  this train is so cute and educational and our 16 month old loved playing with it. it took the adults, longer than normal to figure out how certain pieces went back together (and we had a good laugh about that).perfect for little ones and for old folks, like us who want to keep the brain challenged:) we took a picture with the iphone for future reference...",Positive,Positive,0.21068168
"as a mother of 2, i appreciate simple, quality made toys. melissa and doug offers perfect toys that way. my son loved this gift and had so much fun stacking and re-stacking the blocks to fit.",Positive,Positive,0.00091946655
good functional toy. it helped our 15 month old figure out how to stack the blocks on the pegs on the trains. after that he was able to get this basic idea with other toys he has. it looks very nice and he keeps going back to it.  my only concern is if he falls on the toy as it is wooden and hard but he does have decent balance these days.,Positive,Positive,0.19074234
"we gave this to our daughter as a christmas gift when she was 12.5 months old.  she was a bit young at that point to enjoy it very much, but she definitely has grown into it!  i'd say at about 18 months she really started to take a lot of interest in the train.  now at 21 months she loves to sit on the family room floor and remove the blocks and replace them on different pegs.all of the blocks fit on all of the pegs--sometimes more neatly than others.  there is no way a child can put the blocks on the pegs that will prevent the wheels from turning, so your little engineer won't experience that frustration!!  we have berber carpet in our family room and this train scoots along easily on the carpet as well as on the wood floor in the kitchen.although my child can replace all of the blocks (in a different order than originally intended!) she cannot reconnect the train cars yet, so she often uses them as three seperate choo-choo trains.  the nice thing about the pegs used to connect the cars though, is that they are the same size as the pegs the blocks are ""supposed to"" go on--so she often sticks blocks on those pegs too.we are thrilled with this purchase and i have already given it as a birthday gift to two other one year olds!  i love toys that children can grow into!",Positive,Positive,0.030682087
"my kids' dentist has this in the waiting room, and my toddler fell in love with it.  very engaging and challenging for a just-turning-2 lover of puzzles and vehicles!  i'm not sure about other commenters' needing to put it together just right-- we have managed a few different configurations, some orderly and some not, and it's fun for my son either way.  i can see this being a toy that keeps his interest for a couple of years at least.",Positive,Positive,0.31252602
"my daughter just loves this train.  she has taken it apart and put it back together many times, plus she just loves trains.  very durable and colorful.  she is just now turning 2 and was about 20 months when i purchased this for her.  great stacking and learning toy.  a lot of fun.",Positive,Positive,0.0003869929
"this train first caught my son's eye when we went to get him fitted for shoes at stride rite and they had this in the fitting area. he was just over 1 year old at the time and was mesmerized. now, at 2 he still loves this train. he can sit and rearrange the blocks over and over. he also has a lot of other creative uses for them and they make great building blocks in their own right. this adorable train is very affordable, especially considering how long it will last. our train has survived many rough rides and is still going strong. highly recommended!",Positive,Positive,0.0021162813
"our daughter received this at her first birthday -- way too soon to play with it unaided, but great family fun. we're train nuts, so it's been a great decoration in her room, on a tall shelf. she occasionally points to it (or asks now for ""choo choo"") and we play with the pieces. i always make sure it's put together properly before we're done, so she doesn't walk off with the pieces. in any case, they're bright and sturdy.granted, it would be more fun if the spacing between the stacking dowels were the same on all three cars, so more pieces could be interchangable. but she's always loved taking off the blocks and putting them back on again, attaching and disconnecting the cars, and rolling it. i'm surprised that some need a diagram, it's not hard to put them in some semblance of order.",Positive,Positive,0.0324266
"at first, i wondered if the stacking train was ever going to entertain my son.  you see the cars slide off the linking dowels, if pushed down too hard.  well, at least when traveling on carpet, which is the main playing surface in our home.  what's more, the order in which the blocks stack onto the cars is essential for movement.  the blocks don't have to stack in perfect order, but certain blocks must be stacked in the appropriate places, otherwise the wheels cannot rotate.  my husband and i noticed how aggravated will became when he first started playing with the stacking train; thus, we intervened as the toy frustrated him so.  once he became familiar with the puzzle, (2 weeks later) he began to enjoy playing with it.  the stacking train soon became a favorite, and now, 7-months later, it still amuses him for 30 minutes or more a day.i have found that sometimes the age recommendation on toys is not always accurate.  this plaything is appropriately labeled for 2 and up, and will probably continue to entertain my son for another 6 months or more.  as a side note, the stacking order is quite complex for little minds.  although this does not take away from the fun-factor, it can add to the level of frustration.  this mommy had to go on-line to see the stacking sequence so she could teach her son.the stacking train is a well-built puzzle!  it has been tossed around, stepped on, and even chewed upon, yet keeps on rolling.  there are no sharp edges on this toy, but we have had a few minor mishaps when my son, who plays rough, has pulled the dowels off the cars.  we glued them back with wood glue, and the following day this choo choo is back to rolling around on the floor.  recently, my son lost one of the blue dowels, which links the cars together.  i called the customer service number, found on the bottom of the toy, and the company replaced the entire train for nothing.  now that's excellent customer service!  overall, i recommend the stacking train as it's engaged my son for hours on end, plus the educational values are significant.other points of interest: no batteries required there are no safety concerns with this plaything, i.e. strangling, smothering, cutting, or swallowing gender neutral plaything no assembly lifetime guaranteehappy playing,mary",Positive,Positive,0.25549874
"my 17 month old son has been playing with this train for several months now and loves it! he calls it, &#34;choo! choo!&#34; and like to take the pieces all off of the train. he still isn't very good at putting all the pieces back on (he just randomly puts pieces on the pegs). but, he enjoys playing with it. :p",Positive,Positive,0.0011738429
"this is bigger then i thought which is a plus. my. 22 month old instantly started taking it apartment, putting it back together and rolling it around. simple fun.",Positive,Positive,0.013174715
"we got this train at a local thrift store for $1.50 with all the pieces included. what a hit! the first day that we had it, my 20 month old (then 18 months old) played with it almost the entire day. since then, it has been played with every single day. it's a great toy, very durable, and a huge hit in our house. i would definitely recommend it.",Positive,Positive,0.18295927
"currently my little boy has a thing for trains... he also likes beating things with a hammer, and 'fixing' things.  this is going to be a lot of fun for him, and entertaining to those of us who get to sit back and watch the mayhem ensue. :)",Positive,Positive,0.0006161838
"are you tired of the usual stacking rings that fail to challenge your child to think - if so, the melissa & doug stacking train may appeal to both you and your child.  the bright colors are visually appealing and will grab a child's attention.  the designs the stacked blocks create are interesting; they may also help you remember how the blocks are to be stacked.  this is important because the train's cars/engine will not take the proper form if the blocks are stacked incorrectly.  and believe me after the first few attempts, you will begin to question your own ability in attempting to correctly stack these.the colorful blocks are reasonably well finished.  the paint seems to be evenly applied; the interiors of the holes are a bit rough, but a light sanding with very fine-grit sandpaper takes care of that issue.  the posts on the engine and cars are short enough that i do not foresee their snapping off as did the posts on the geometric stacker which we also gave to our grandson.  however, they might still break if the pieces were dropped on a hard surface or thrown down.because there has been some concern over possible levels of barium contamination in melissa & doug products, we have chosen to reserve this toy as one that requires an adult playmate.  i have awarded the stacking train five stars because it is more challenging and more interesting than the usual stacking toy.  if it does not challenge your little one, it may still challenge you!",Positive,Positive,0.2735904
"we bought this for our 2 year old but all the kids enjoy playing with it.  melissa and doug make great toys and this one is no exception.  sturdy, brightly colored and fun.  the blocks can be stacked in different combinations.",Positive,Positive,0.00039727503
"the product exceeded my expectations. i bought it for my 22 mth old son and now he is 29 mths, still one of his favourite toys.i did show him how to solve the puzzle and after a few trials, he could solve it ""correctly"". he did not really bother much to solve the puzzle, but rather enjoyed playing with the individual parts for hours.feels my heart with joy to see him babbling and talking to his imaginative friends on his own.good quality and durable, since he sometimes put them in his mouth and paint did not come off.cons:they should have come in a bag or box, since we lost a few pieces over the time.",Positive,Positive,0.038808633
"i am a picky person when it comes to what i allow in my house for kids' toys.  this really makes the cut! i was surprised to see negative reviews.  this was a gift for my son at his first birthday.  he was already doing peg puzzles with success and this train seemed to captivate him.  he played with it several times per day everyday for several months, until he was nearly two.  one blue connector peg did need to be re-glued, but there were no other issues as mentioned in other reviews.  we have lost several of the blocks and i would consider buying another set because its that good.  if your child likes to do puzzles, pull things, hook things together, this is a great toy.  for his second birthday, we got him the farm train from the same company, and that was a big hit.  he isn't especially into trains, but the hook together and haul around feature of these trains are wonderful.",Positive,Positive,0.19434302
"i love buying doug and melissa toys for my grandchildren.  not only are they well made, but they are great teaching toys.  this toy can be used to develop gross and fine motor skills and identify shapes and colors.",Positive,Positive,0.00034735407
"my son loves it. it's durable and lots of fun. it can be used for learning to stack the blocks or just used as a fun little train, and he loves to do both.",Positive,Positive,1.3569244e-05
"i made the mistake of buying one of these trains for my 2 year old twins.  the problem is both my boy and my girl love this train and fight over it all the time so i will be buying a second train just to keep the peace.  they love stacking the blocks, hooking the train together and driving it around the house.  the only drawback is when you lose pieces so be sure to keep track of those little blocks.  wonderful toy, no batteries, no plasitic, no music, just lots of imagination play.",Positive,Positive,0.016909095
"we have had this toy for nearly 6 months now. it is a timeless favorite that looks as though it will hold up beautifully to years of play. the pieces are brightly painted and smooth, so as not to scratch little hands. the train is sturdy and best of all, requires no batteries! our train's 23-month-old engineer gets in a lot of play/learning time with this fabulous toy! this puzzle train will undoubtedly grow with your child, as she or he discovers how to configure the blocks on the train cars and use the finished product for hours of imagination-powered play. highly recommended for ages 18 months to 4 years!some of you might like to know that this train is now available in bright neon colors! i have not been able to find it online yet, but we recieved this newer, neon version as a birthday present, and love it just as much as the original. now we have one for grandma's house and one for home!",Positive,Positive,0.022258705
my son loves this toy. from the moment i bought it- has been completely obsessed with it! the old fashion wooden blocks come in bright colors & leave many combinations for the toddler to play around with. this train occupies so much of my son's time & he adores it!,Positive,Positive,0.0425444
this train is awesome! all  three of my boys love it! my oldest is almost five and my twins are two. my only complaint is that i didn't get two and my twins fight over it. lol.,Positive,Positive,0.0005922873
"this is a nice toy train, but make sure not to lose the packaging unless you want to put it back together from memory (luckily i kept it). it looks simple but it is not that easy to put back together and is harder for our 15month old. it is more like 2 year old's toy.",Positive,Positive,0.048518844
"my son has had this for about three years (he's 4 years old now).  he loves trains.  we recently gave it to his little brother (11mo) but he still plays with it.when this was still his toy , he would point out the colors and shapes, put it  together in his own way, and run it around on the floor.  recently one of the pegs that hold the shapes came off, but my husband used some gorilla glue to put it back together and it's back in action.",Positive,Positive,0.027366973
we bought this way before the recommended age of two. my daughter has only just taken an interest in it at 20 monnths. i think its more suitable for 2yrs +,Positive,Negative,0.98004377
this was a christmas gift for a toddler and he absolutely loves it!  bright colors are great and the blocks are easy to grasp!,Positive,Positive,3.0016123e-05
the children enjoy putting the pieces together but get frustrated when they try to play with the train by pulling on it because it falls apart again.,Positive,Negative,0.98450875
"although we had a not-so-good experience with a doug and melissa toy before, we decided to get this one for our children (5 and 2). it turned out to be all we expected! it is a great toy, made of solid painted (not with stickers on) wood. it encourages their imagination and creativity. our little ones love it and i can tell we are going to enjoy many, many great ""pizza days"" for a long time and i am sure this is the kind of toy that they will be passing on to their younger cousins or even their own children one day. two thumbs up for this one!!",Positive,Positive,0.04516576
"my kids like cooking their pizza, and we have given this as a gift. the little boy we gave the pizza to has enjoyed playing with it for four years, and he still likes cooking his pizza and adding the toppings. our girls enjoy baking pizza, too.",Positive,Negative,0.6207368
i am a toddler teacher. the kids love making and serving pizza. the pieces are very durable.it's a great addition to our sensorial area.,Positive,Positive,0.032377556
my oldest son (now almost 4) got this as a gift when he was 2 and i promptly took the toppings away as they seemed like a choking hazard to me. unfortunately about the time that he received this as a gift i had another baby and the toppings have yet to make it out for unsupervised play. with this said both kids enjoy playing with the large pieces in their play kitchen. they are able to use their imagination for the toppings. i will probably bring out the toppings when the youngest is near 3 yrs old.,Positive,Negative,0.87726694
"i was impressed at the quality of melissa & doug products. i would definitely recommend, and will purchase from them again! my 2 & 8 year olds love this!",Positive,Negative,0.7512994
"and this item did not disappoint.  i bought this last christmas for a 3-year-old girl and it was a big hit as well with three older girls up to the age of 9.  everyone played with it, taking turns decorating the pizza and serving the grown ups.  this year, i bought it for my 4-year-old niece who just loves to &#34;cook&#34;.  disappointingly, i wont get to see her play with it as she lives in czech republic, but her dad has promised to tell her it came from her &#34;favorite aunt in the us&#34;.",Positive,Positive,0.00967076
i gave this to my son and one for a friends daughter and they both spend lots of time serving up pizza. very well made. a great toy from melissa & doug!!,Positive,Positive,0.06142411
"my 5 year old got this for her last birthday and just loves making different kinds of pizza for the family. it is so cute!  the 5 pieces of pizza are velcro'd together so you get to cut them apart and stick 3 toppings on each piece, my only wish was that the great wooden box it came in, came with a replaceable lid. why are there so many toppings! i guess incase you lose some, but really there are way too many of each, 10 of each (mushroom, pepper, and pepperoni) would have been plenty to keep track of.since they are about quarter size, it was a choking concern with my 2 year old, but now she is a little older and doesn't stick them in her mouth anymore. she does however, stick them into her sister's piggy bank and they will not come out...so that is a problem at times.but a great, fun, toy; and i would highly recommend it, but keep away from little siblings and find some type of easy storage for the toppings!",Positive,Negative,0.7160172
"this is a very simple toy.  pizza toppings velcro to the top of the pizza.  use the wooden pizza cutter & server...the end.  however, it's a very well made wooden toy, and it inspires creativity.my 3yo son loves to help in the kitchen.  with this toy, he can pretend to make us all pizza w/ the toppings he chooses or asks us what kind of pizza we want.  it's a nice alternative to all the moving, noisemaking toys (which we have plenty of)!  :)",Positive,Negative,0.653951
"out little one just loves this play pizza. it has provided hours of focused, individual, imaginative play. little ones will love putting ""toppings"" on the pizza, slicing pieces, and using the spatula to serve others.the set includes: tray for pizza, pizza dough (which is cut into slices and held together with velcro), mushroom pepperoni and bell pepper toppings (which attach to the slices with velco), a spiral pizza cutter, and a spatula for serving. the toy is wooden, durable, detailed, and very high quality. the size is perfet both for little hands and for most play-kitchen ovens.fantastic set, super happy with this purchase.",Positive,Positive,0.34864026
bought this for my daughter a few years ago and she still seems to have a great time playing with all her food products. all the kids love playing with it also. boys and girls! she has several sets and enjoys them all. melissa and doug products are made well and have held up over time. my little nephew enjoys this pizza one the best!,Positive,Positive,0.00027126347
"this is another great toy from m&d that kids will have countless of hours playing with. there are three different toppings, enough to completely cover every slice with whatever toppings they choose. everything comes in a convenient container that sepparates all the toppings, and room for tray, pizza, and utensils. my daughter loves making slices to order, but with the placement of velcro on all the slices, it could be tricky for younger kids to get all the toppings spaced properly. the only problem my daughter had with the toy was when she was cutting slices. she would have no problem cutting the first edge, but when she'd cut the other edge the piece would slide and reattach where she first cut. it was entertaining to watch, but eventually there had to be some mommy/daddy intervention to get the first piece out of the pie. there's plenty of opportunity to teach counting, motor skills, and creating patterns with the toppings.",Positive,Negative,0.5516624
"both of my kids (2 yrs & 5 yrs) love playing with this set!!  not only do they create a variety of pizzas, but it encourages them to count and create patterns-yay!  and, because it's velcro, other melissa & doug food pieces easily `stick' to the pizza making for some interesting creations! i highly recommend this product.",Positive,Positive,0.02674768
"i bought this for my 2-year-old son as a christmas present and it was one of his favorite gifts.  it's very sturdy - not sure how anyone could break it - and it's perfect for pretend play.  my son was cutting and serving up slices of pizza for people all day.  it's a little difficult to actually cut the pieces with the pizza cutter since they're attached together with some pretty strong velcro, but that didn't seem to bother him  he also thought the pepperoni actually looked like strawberries, but again that didn't bother him.  the only thing i wish this toy had was a cover for the wooden case it comes in for easier storage.",Positive,Positive,0.35490793
this toy was a hit my kids love creating their own party pizza.  they have many of the melissa and doug products and this is one of their favorite !! the pieces are small so not recommended for smaller kids...,Positive,Negative,0.55124617
"this has got to be one of my boys(3 and 8) favorite sets for their kitchen! they enjoy making the pizza and then putting it in their play oven to bake! it stores really well in the oven too(we have a kidkraft deluxe kitchen)! it is very durable and we haven't had any trouble with paint flaking off and it gets used almost daily! the set comes with pepperoni, mushrooms and pepper to velcro onto the pizza, a pizza cutter, server, tray for the pizza and a sturdy storage box for everything! sometimes depending on how toppings are arranged, it can be a little difficult to slice the pizza with the pizza cutter but my boys have just learned to rearrange as necessary and then proceed. it is an excellent toy to foster imagination and to help little ones learn about fractions!",Positive,Positive,0.38201112
son is 3 and loves this toy. little parts are easy to loose but comes with a lot of extras and has held up nicely. 1 year old chews on it sometimes and paint has kept up well. sons cannot see well do the nice weight and tactile feel helps him with his ot exercises. thanks,Positive,Positive,0.00024814255
i bought this for my son who loves the pizza parlor set up at the local children's discovery museum. it is high quality and durable. someone was a genius when they decided to put velcro on wood.,Positive,Positive,0.017076671
"my daughter really enjoys this toyi do recommend that if you have a little one 2-3 though that you maybe consider something with fewer piecesas, there is no closure for the top so the pieces can be easily lostthe good thing even with that is the velcro helps them stick to carpet so they are easier to find if lost :)i recommend these for 4-7 year olds :)",Positive,Positive,0.08058099
"i love melissa and doug toys, they are a little pricier than some but are quality poducts, the kids love to play with them, they are very realistic and they last forever.  whith a little care my grand daughter's children will be playing with these toys.  wooden toys are great.  my grand children are still playing with fisher price toys that were my daughter's, and melissa and doug toys are of the same caliber.",Positive,Positive,0.0027312655
"i have bought a lot of toys, and this is one of my favorites.  my daughter got this and the birthday cake for her 3rd birthday and what a hit!  all ages loved these toys- from 8 to 1.  they were by far the most played with gifts of the day.  such a great, almost-obvious, idea!  good job melissa & doug!",Positive,Positive,0.0022871548
"daughter loves playing with this play food toy. she chews on the pieces, so the wood has some odd wear & tear on it. has small pieces, so they end up scattered around house, but toys end up everywhere in our house. she loves trying to serve us pizza, i think this toy will last us a while & be used quite a bit. definitely glad we bought it. would recommend.",Positive,Positive,0.06141803
"my girls love to make their own pizza with the included toppings and ""cut"" slices to serve to everyone. the velcro is such a neat idea! the toppings stay in place and the kids feel like they are really cutting the pizza. the tray is a very convenient and attractive way to store all the pices neatly. great product!",Positive,Negative,0.98898417
my daughter played with this toy at her cousins house and just loved it! i had seen a lot of the melissa & doug toys online but never in person. my sister in-law told me she got it at tj maxx so i went there to get one for my daughter. it was $12 or $14 and of course there was no shipping charge. very durable high quality toy.,Positive,Positive,0.050911766
"my 4 year old daughter loves this! she's always carrying it around asking me if i want pizza =d there are alot of pieces that come with it too. and very very durable! hard wood, this thing isn't going to break!",Positive,Positive,0.4896833
"melissa & doug pizza party is one of my families favorite pretend food sets. it's very durable, the topping combinations are endless and my son loves to cut it up and serve it with the pizza slicer.",Positive,Positive,0.0068907375
"anyone who owns any melissa and doug toys knows that they are educational, fun and durable! this pizza set is no exception. kids love to ""cook"", and this is a great way for them to do it. it can be a super-helpful toy if mom or dad needs a minute to cook dinner and wants to occupy the children and keep them out from underfoot while they do it.... set them up at the table and let them make a pizza! heck, even let them put it on the table and ""serve"" it with dinner!these toys are so worth the cost... which is relatively cheap, if you think about the fact that these will never break and they'll be played with for much longer than other skimpy plastic toys. treat your kids to this great playset made with quality long-lasting materials. wonderful!",Positive,Positive,0.32101795
"it's simple really wood, paint, velcro but oh my goodness do kids ever love playing with this stuff!!!  another great product m & d--thank you!",Positive,Positive,0.0031695599
"we bought this set to add to our collection because we are great fans of melissa and doug food sets.  the are durable, brightlly colored, and look terrific in our play kitchen.  the pizza set has lots of pieces and plenty of decorating options.  as usual, the set has a serving platter. the serving utensils are a great addition.",Positive,Positive,0.0027974888
"we bought this toy for my daughter for her second birthday.  two months later.. she still loves it!  she knows exactly what her pizza is and loves to ""cut"" slices from it!  it comes with a pizza cuter and a server spoon, but she really only uses the cutter to cut the pizza and picks it up with her hands after that.there are so many pieces to this pizza!  you have either peppers, mushrooms or pepperoni to top your pizza with.. and there are enough pieces to do one topping, or mix them all up.  each slice gets 3 toppings to it.  one thing i do want to mention though is when you first open the toy up.. the paint smell is just overwhelming - a lot of paint is used on the pieces.  it disappears the next day, but wow.overall, excellent toy.  the pizza has been a big hit here and it is extremely durable - love the wooden toys.  highly recommend this pizza kit to any child!",Positive,Negative,0.5792309
"my 4 year old daughter has quite a lot of melissa and doug toys, but this pizza set by far is her favorite.  she enjoys pretending to work at the pizza restaurant while i call in the order.  the pieces stick together with velcro. she likes to 'cut' them apart and serve the slices. the only one downside is that the set does not come with a lid.",Positive,Positive,0.242938
"my children are 2 and almost 4. we purchased this set for them last christmas when they were 18 months and 3, it is still a favorite! they go through phases of being very into it and then sort of forgetting it, but never over a week.  both my children are autistic and its wonderful for them to work on listening and following directions as you can 'order' up your own unique pizza slices.  they love playing pizza party!",Positive,Positive,0.25559148
"recently purchased this set for manipulative day for our co-op preschool. the kids totally love it and have a blast pretending to make pizza. it does have a lot of pieces, but for our use it works great!",Positive,Positive,0.00017750735
"my older daughter got this for her birthday and she loves it! the velcro makes it fun to make and cut pizzas and change toppings. none of the pieces are sharp, but the toppings are small enough to get ""eaten"" by a one year old so watch out!",Positive,Negative,0.52298415
my 3 year old daughter likes taking our pizza order!  it's fun with the different toppings to put on and she &#34;slices&#34; out a piece of pizza for us when she's done.  well made toy.,Positive,Negative,0.72737974
it will last a long time!  i am a speech therapist in the schools and i use this with my preschool and young grade school kiddos for language and articulation.  they love the concept to make the food and you can do so much with the vocabulary.,Positive,Positive,0.003132743
"my 3 year old got this for christmas and he still plays with it. the toy is durable but watch out for the toppings, they can pose as chocking hazards to smaller children who put toys in their mouths.  also, as with any painted, wooden toy, after several hand washings, the paint is chipping off.  great toy for imaginative play.",Positive,Negative,0.5238662
melissa & doug has an awesome reputation for a reason. this is just a fun little toy to break up all of the normal puzzles & coloring!,Positive,Positive,0.30512586
"i purchased this pizza party kit for my 4 year old son because he always makes pizza with my husband.  he loves to pretend play that he is a ""pizza man"".  he uses the tray as a cash register and any left over toppings not on the pizza are his ""money"".  this set is very durable and can withstand a good amount of abuse from kids without breaking.  however, parents with younger children should heed caution when younger children are playing with this as it can pose a choking hazard with the toppings.  it would be tough for a smaller child to swallow one of the toppings but that's not to say it can't happen.  also, gnawing on the pieces can cause them to splinter and causes the paint to come off.overall, i would highly recommend this product to anyone.  quality products that last are becoming hard to come by.  and i foresee this being in our household for years to come.",Positive,Negative,0.5584318
"i got this for my 4 year-old grandson for christmas, and i've recently had the opportunity to visit and see him playing with it firsthand. he loves it. he is ""making pizza"" several times a day and has even picked up that his uncle doesn't like mushrooms and leaves those off his slice! the toy is exceptionally well made; no stickers that will peel off and no rough edges. the velcro that attaches the toppings to the pizza is also very sturdy. the serving pieces are nice surprise. very realistic and built well for small hands. one of the things i found ingenious was that the pizza pieces velcro together in the pan, so when it child ""slices"" the pizza, there is some resistance which really adds to the imaginative play! i would not hesitate to purchase this again. i love melissa and doug toys and was thrilled to see their quality has not deteriorated like so many other things these days. there are a lot of pieces, but so what? that's part of having kids. at least they are quality, sturdy pieces!",Positive,Positive,0.13028999
"this went over incredibly well at christmas!this is a high-quality wooden toy that comes in a wooden crate for storage. my children can spend hours making their own pizzas, pretending to cook them, and serving them with the included pizza slicer and server. this toy is a big hit and i would love to buy this in the future as a gift for other children. this was a very worthwhile investment!",Positive,Positive,0.07009224
"melissa & doug toys are worth the price!  they are durable, fun and encourage hours of imaginative play.  my 4 yr old has multiple food sets (birthday cake, cookies, cupcakes, ice cream)and this pizza party completes the make believe party menu!",Positive,Positive,0.16628997
i have a 2 & 4 yr old ... they just love this set. its high quality and would definitely recommend.,Positive,Positive,0.07519757
"i bought this set because we were over at a friends house who had this and my 3 year old loved this product. i would give it a 5 star but they no longer carry the version with the plastic cover so the pieces can fall out.the product is high quality wood and really stands out as a toy that kids can really pretend to play with. the pieces use velcro to stay on with the toppings and slices together.the colors are vibrant and i love the wooden box. in a day and age of plastic garbage, melissa and doug have shown that one company still cares about the quality of their products.",Positive,Negative,0.61695766
"grandkids are enjoying the melissa & doug pizza party.  in fact, last night my little chef created a pizza for me.",Positive,Negative,0.7017536
"we got this for my daughter when she was around 20 months and she liked it right away. she still loves it a year later and it is one of her favorite accessories for her kitchen. she loves picking toppings, but she really loves cutting the velcro pizza slices apart- i'm so glad it's made like that. this set has been played with by her cousins up to age 7, so i know it will be a set that grows with her. it's great quality, as most melissa and doug products are, and has been extremely durable. love these products!",Positive,Positive,0.0057632183
