Original Tag,Senti Score,Original Text 
Negative,Negative,"لن اعود له مرة اخرى . لم اطلب طعام. موقع الفندق سيئ والافريقيات منتشرين على مدخل الفندق بشكل مقزز
"
Negative,Negative,"هذا الكتاب انتهى بالنسبة لي مع إنتهاء قصة إيرينديرا البريئة وجدتها الضارية . مجموعة قصصية تسودها النظرة السوداوية القاتمة، الكآبة، والفوضى، أسلوب غريب غامض ربما أفسدته ترجمته؟ كرهت تكرار المفردات جدا. وعجزت عن فهم مغزى هذه القصص، قرأت البعض وتركت البقية. لا أنصح بقرائته بتاتا :
"
Negative,Positive,"تميم شاعر فصحى و كفى
"
Negative,Negative,"مخيب للأمل. تعامل موظفي الاستقبال. راقيه. سرعه تسجيل الدخول والخروج أيضا. المبني صغير والغرف أيضا ومكيف الاسبلت مزعج والواي ضعيف جداومستوى النظافه سيء والخدمات الموجود ويوجد ازعاج بالغرف لان العزل ضعيف والسعر غالي مقابل الخدمة
"
Negative,Positive,"الكتاب جيد بشكل عام، بسيط سلس و ممتع. يعطيك فكرة كيف تتعامل مع الناس من خلال حكم غاندي. العيب الوحيد هو الكتابة بالعامية بدلا من الفصحى. لكن الأهم كيف توصيل الفكرة :
"
Negative,Negative,"أنهيت قرائتها بعد تأخير ومماطلة لشهور.. لم أستطع ربط الاحداث بالرغم من أنها كلها خياليه ومجرد تهيؤات لشخص يدعى حسام وهذا ما وضحه المؤلف في آخر الرواية ومما قد تستنتجه خلال القراءة... ماأجبرني على القراءة سمعة واسم ربيع جابر في عالم الرواية ولكن للأسف خيب ظني فيها ولاانكر ان هناك بعض الحوارات التي أعجبتني.. ومما قد يبرر عدم اعجابي بها كونها احدى اولى محاولاته الروائية... رأي شخصي بحت. :
"
Negative,Negative,"مش زى ما توقعتها .. باهته و بارده رغم ان جوهر القصه كويس و كان ممكن يتم اعاده صياغته بشكل احسن من كده ... الشخصيات تلخبط و اسماءها كتير جداا .. و الاحداث كمان شويه من الشام على شويه من الغرب .. عملت توهان :
"
Negative,Positive,"عبارات ادبيه جميله كانت.. إلا أنها من صديقة لأخرى ..مما جعلني امرر الصفحات ولا اهتم كثيرآ ..
"
Negative,Negative,"وجبة التورتيلا وجبة قديمة وقيمة من انتاج مطاعم هرفي وأول ماظهرت كانت شهية ولازالت ...وكان سعرها انذاك ريال فقط..واتذكر سوو عرض ب ريال بسسسس.... أما الأن وللأسف صارت الوجبة ب ريال ريال جبن ريالين اب سايز= ريال ... يعني استغلال عيني عينك ... وطبعا بقية الوجبات زي الحكاية .... نصيحة يارهفي جرب يوم ترجع اسعارك للأول وشوف الإقبال عليكم لكن الطمع أعمى
"
Negative,Negative,"اسلوب الكتابة جميل جدا ، كاتب مبدع بكلماته. عندما بدأت قراءة الرواية اعجبتني جدا لكن ما لبث ان تبخر هذا الاعجاب ليصبح امطارا مفعمة بالكراهية.. هتان.. بطل الرواية كرهته.. كرهت جبنه و استلامه.. انه نموذج الرجل الشرقي العربي الاناني المليئ بمشاعر الحب التي لا تصلح ان تكون سوى كلمات مطلية من ذهب اما جوهرها فاسد، بارد، رجل ضعيف استسلم لجنون الشهوة و عندما اكتفى هرب .. ثم راح يرثي نفسه و يلوم حب حياته كيف اقدمت على الزواج بغيره.. بذأ ينتحب كأرملة مفجوعة و لكن هي من قتلت زوجها.. و لاكرهه اكثر عاد للمراة التي غطس معها في اثم الشهوات.. . نجمتان لاسلوب كتابة الكاتب فقط
"
Negative,Positive,"مش مكمل .. هو انا ناقص
"
Negative,Negative,"ليس شعرا خواطر فراق وخذلان .
"
Negative,Negative,"مخيب للأمل. قربه من الخدمات و المطتعم و المترو. الازعاج عند المدخل الخارجي و زحمة السير بقرب الفندق
"
Negative,Negative,"شوية من هنا على شوية من هناك دقيقة من السخافة وتضيع الوقت قضتهم في مشاهدة فيلم ، حاولت أفهم فيهم معنى واحد لتقديم مثل هذا العمل، وبهذه الطريقة لكن كل محاولاتي باءت بالفشل، حتى إني توهت مع كمية كبيرة من الخطوط الدرامية اللي نسجت منها مؤلفة العمل بيث رايمير خيوط القصة الرئيسية فحتلاقي مثلا خط لقصة رومانسية ممزوج ببعض الدراما الاجتماعية، وشوية كوميدي على شوية ميلودراما وصراعات في القمار والرهان يعني زي ما بيقولوا كدا على كل لون يا بتيستا خاصة علاقة بيث بدينك ودخول جيرمي حياتها وافتعال احساس واقحام افكار في الغالب هي مكانها مش هنا، حسيت بعد مشاهدة الفيلم إني عايزة اكتب سيناريو فيلم انا كمان، وحسيت ان الحاجة دي سهلة اوي وممكن أرزع مشاهدين تلاتة فيهم شوية كلام وخلاص وابقى قدمت عمل ممكن يتقال عليه فيلم، ومافيش مانع لو أخرجته كمان... كل الاحساس ده وصلني وأكتر لما اتفرجت على الفيلم، اللي زاد بقى احساس غريب انتابني وانا بشاهد أداء بروس ويلز في فيلم زي ده وكان أول سؤال فرد نفسه عليا؛ هو بيحصل عندهم زي ما بيحصل عندنا كدا ولا ايه؟ يعني أن الممثل يبقى بيدور على أي عمل يظهر فيه عشان ميتنسيش أو أن الفلوس والحالة بقت مش ولابد معاه فضطر أنه يقبل بأي حاجة والسلام؟ ووسط أحداث لا داعي لها، ومشاهد لو اتحذفت وتم إلغاءها كلها مش هتوقع الفيلم ح تقدر في النهاية تشوفه وتقييم على أنه سلق بيض على الأكثر ويمكن لو دورت على المدة اللي استغرقها المخرج في صناعة الفيلم تكتشف انه اتكتب واتصور في يومين، الفيلم لا يستحق أكثر من /
"
Negative,Positive,"عادي ومتواضع جدا . الفندق جيد ونظيف. الفندق متواضع جدا مقارنة بباقي الفنادق ولا يستحق المبلغ المدفوعكما لا يصلح الا ليوم واحد او يومين للاقامة على ان يكون رحلة عمل ولا يصلح لاغراض الاستجمام
"
Negative,Negative,"رواية فارغة قصى زاوية ... في غرفة فريدة المليئة بآثار خيانة و بلاهة و قصص تافهة سخيفة. حزنت على دقائقي وأنا أعطي أملا أن أجد شيئا جديدا طارئا قد يحدث حتى وصلت لصفحة أخيرة... لو كان هناك تقييما تحت الصفر لمنحتها إياه ولكن النجمة لجمال اللغة دون اكتراث لمضمون القصة.. صار كنزا أن تجد رواية هادفة في زحم الروايات الفارغة
"
Negative,Negative,"قصه مبتذله و دون المستوى بالنسبه لمن في مستوى د.نبيل. ارها قصه لكاتب مبتدأ
"
Negative,Negative,"الكتاب عادي جدا. من اكتر الحاجات اللي شايفه ان الكتاب ممكن يكون احسن من غيرها هي تدخلات الراؤي لسرد احداث مستقبليه في القصه يعني انت بتقراء وعارف العشرين صفحه الجيه فيهم ايه طب فين التشويق. برضو من الحاجات اللي ملهاش تفسير هو ازاي المقدم عصام عرف ان يوسف قتل د.ليلي بس مع ان الجثث كانت كلها مع بعض. كما اني فهمت من احداث القصه ان الشئ لا يحتل جسد احد دون طقوس استدعاء فكيف يمكن تفسير قيام د.ليلي بعد موتها لتبلغ عن الحادث. وطريقة موت سامح مبهمه كيف تملك سوسن امكانية قتل بهذه الطريقه. والمفتاح اللي حاول يدخل في احداث القصه ده من غير تفسير هو جه منين ولا ايه دوره في القصه. اما بالنسبه للنهايه فهي غير منطقيه بالمره
"
Negative,Negative,"كرواية جميلة والأسلوب جيد فيها صراع يدور داخل معظمنا بأختلاف العصور. بس المشكلة أن الكاتب أستخدم أسامى ناس حقيقية وكمان بعض الأحداث وضاف طبعا عليهم بأسلوبة عشان عنصر التشويق والأثارة فى الرواية فظن البعض أن الكلام دة حصل بجد وأن دة كتاب تاريخى وكمان الأضافة الى الحتة الى فى الأول بتاعة المخطوطات دى خلتهم يصدقوا أكتر مع أن الراجل نفسة كاتب عليها من برة أنها رواية
"
Negative,Negative,"كما ذكرت القدره على الحفاظ على مستوى الخدمه امر ضروري وحساس في المنشئآت الخدميه مثل المستشفيات، المطاعم المكان هذا محافظ على مستوى الخدمه بشكل غير طبيعي.. في جده الرياض الخبر الاحساء الخميس دايم القى ذبانه في الاكل الظاهر انها الوصفه السريه في آخر مرتين دخلته قلبي ما يطاوعني واطلع.. وبشكل عام ولايزعل مني احد شغل ابو يمن دايم كذا للأسف النظافه اخر شئ يفكرون فيه هذا اذا فكروا اصلا..
"
Negative,Negative,"للوهلة الأولى تشعر أنك توشك على قراءة عمل فلسفى جاد يناقش قضية الموت، ومع مرور صفحات الرواية تدرك فشل الكاتب بشكل مزعج فى هذا. كأن الكاتب فتح افاقا واسئلة كثيرة لم يستطع الإجابة عنها فلجأ إلى مناورات ميتافيزيقية غير مبررة وبلا أى تمهيد ليجيب على كل اسئلة الرواية الضخمة فى سطور قليلة بشكل مباشر وفج.. من البداية تجد الخط الزمنى فى الرواية مبعثرا ، ومع الوقت لا تدرك اى حكمة فى هذا لتتساءل عن فكرة التقنية.. هل خدمت العمل تلك البعثرة الزمنية؟ أعتقد أنها أضرته جدا. النقطة الثانية فى منظوره حول الرهبنة واختزاله المفرط فى ضيق أفقه فى عرض الرهبان كلهم شخصيات هاربة من الحياة ومن المرأة والمتعة إلى الصحارى ومنافى الرب مما يؤكد ضيق منظور الكاتب. فهل يمكن تصنيف قامة كمتى المسكين مثلا من هؤلاء الهاربين الذى أصر الكاتب أن هذا هو النموذج الوحيد للرهبنة؟. المشاهد الأخيرة حينما هبط المسيح وشارك بشكل غامص فى قتل هؤلاء الرهبان ثم ظهور المعزى فى شكل عاشق يجيب عن أسئلة البطل الوجودية فى سطور قليلة يؤكد لك أن الكاتب لم يستكع الاجابة عن تلك الأسئلة الوجودية حول الموت، خاصة بعد اختزاله كل مشاهد ومشاعر الحب فى المشاهد الجنسية فقط وكأن هذه هى علامة الحياة الوحيدة.. الميتافيزيقا فى نهاية الرواية مع تلك المشاهد العبثية للمسيح والمعزى كانت مأساة تنهى بها قراءتك لتلك الرواية
"
Negative,Positive,"كلمات رقيقة و كتاب لطيف
"
Negative,Positive,"سيئة ولن اكررها . الاستقبال لطيف. اتساخ المكان و قديم جدا و اثاث جدا قديم و سيء ولن أكرر التجربة مرة أخرى ولا يستحق المبلغ
"
Negative,Positive,"اظطررت لدفع يوم آخر لظروف أخ عزيز وإلا موفمبيك المدينة زبااالة . خالد الحربي هناكوبوكنج رد سريع ومؤكد. السلام عليكمحجزت غرفة مدفوع ثمنها غير مسترد وببلد شريف لقيت عبدالعزيز الحربي موصخ ام البلد باخلاقه وتنازلت لاجل عائلة ومنها لايقارنوني فيه الردي
"
Negative,Negative,"خيبة أمل لقد شعرنا بخيبة أمل كبيرة لأننا بالرغم من أننا كنا قد دفعنا بالفعل قيمة الحجز من قبل عن طريق البطاقة، إلا أنهم في مكتب الاستقبال قاموا بحجز مبلغ مالي من البطاقة كضمان ولم يتم تحريره حتى الآن بعد أسبوع .
"
Negative,Negative,"لا أعلم لماذا يصر أحمد خالد توفيق على إصدار هذا النوع من الكتب. القصة هنا ليست أن هذه الكتب تمل أفكارا سيئة و لكن لا يصح أبدا أن تكون معظم إصداراته الأدبية عبارة عن مقالات مجمعة أو أفكار لم يرد الله لها أن تكتمل. هذا بالطبع يضاف إلى تعبيراته التي تتكرر كثيرا و تجعلك قادرا على استنباط أن مؤلف هذه المقطع هو أحمد خالد توفيق بلا شك
"
Negative,Negative,"أعرف أن ما سأكتبه الآن ربما لن يهتم به صاحب الرواية ولا جمهوره محبو الرواية والفيلم لكنني أكتب ما عن لي من خواطر وأفكار وتساؤلات أثناء قراءتي للرواية، وتلك من المرات القليلة للأسف التي أكتب فيها مراجعة على كتاب ما سواء أعجبني أم لا.. أول ما خطر لي كان سؤالا عن الكاتب نفسه، ماذا قرأ محمد صادق لكي يكتب هذه الرواية؟ وما يقرأ الآن؟ وماذا سوف يقرأ بعد ذلك؟ ذلك السؤال نابع من إيماني الراسخ بأن الكاتب الجيد هو قاريء جيد أيضا. والعديد من الكتاب تكلموا كثيرا حول هذا الأمر، ولهم مقالات مهمة وملهمة. لكن أعمقهم وأهمهم كان بورخيس حين قال بكل بساطة: لا أحب أن أجلس مع كاتب كتب أكثر مما قرأ.. ربما وهذا من باب حسن الظن لو تحسنت نوعية الكتب التي يقرأها صاحب الرواية لتحسنت بالتالي كتاباته. أو على الأقل أعطته الكتب أفكارا جديدة، أو ربما تحسن أسلوبه وأداؤه وصياغته ولغته. روائيون كثيرون حول العالم كتبوا عن أشياء قتلت كتابة، لكن صياغتهم ، وزاوية رؤيتهم للحكاية جعلتهم يقدمون كتبا ممتازة.. من حق أي شخص أن يكتب ما يشاء، تلك الحرية لتي تتيح للجميع أن يفعلوا ما يشاءون. وهذا في النهاية في مصلحتنا نحن كقراء فوجود كل الأطياف والألوان، يملؤنا حبورا وسعادة. لكن الإصرار على الاحتفاء بنوع واحد من الأدب، والأغاني، والأفلام، يكشف مدى السوء الذي وصلت إليه الذائقة.. ومن نفس المنطلق، من حقك أن تكتب سيناريو، لكن لا تكتب على الغلاف أنها راوية كما حدث هنا. فالرواية مكتوبة كأنها سيناريو لفيلم، وكلن حتى هذا السيناريو فيه من أوجه القصور الكثير.. أما عن العنوان، فحدث ولا حرج والعنوان مجرد اشكالية بسيطة بالنسبة إلى ما يملأ الرواية من أخطاء قال الكاتب أن هيبتا تعني الرقم سبعة في اللغة الإغريقية. أولا لم يعد هناك ما يسمى باللغة الإغريقية، هو يقصد اللغة اليونانية. وثانيا الرقم ينطق إيبتا بالألف وليس بالهاء. ثالثا بعد أن قرأت الرواية أتساءل عن علاقة العنوان بالمحتوى. عنوان الرواية هكذا فقط. وعلى القارئ أن يكتشف أنها سبع مراحل للحب. وما علاقة اليونانية بالحب ومراحله؟ لماذا اللغة اليونانية بالذات؟ لا أعلم. لكن الإجابة الوحيدة هي حفاظا على متطلبات التسويق والدعاية. فلابد من اختيار عنوان جاذب وغريب.. وفي النهاية؛ أقول أن هذه الكتب المشهورة السيئة لها تأثير سلبي رهيب على الكتاب الموهوبين موهبة حقيقية. فهي تشعرهم بأن كل ما يكتبون ويقرأون ويفعلون ليس له قيمة وسط كل هذا. وربما توقفوا عن الكتابة بفعل اليأس. ولهذا أقول لكل الروائيين الموهوبين الذين لم تتح لهم الفرصة بعد للظهور والانتشار أن لا تهنوا ولاتحزنوا. أعرف أنكم عندما تتابعون ما يحدث ربما أصابكم الإحباط ، فكتب قليلة القيمة سقيمة المحتوى تحتل الصدارة، ويقرأها الناس ويتكلم عنها الكثيرون وتتحول في النهاية إلى أفلام. أقول لكم يا أعزائي أتمنى ألا يحزنكم هذا. أتمنى ألا تتوقفوا عن الكتابة لمجرد أنكم لا تستطيعون مجاراة المناخ العام السائد الذي يشجع السيء والرديء. أقول لكم أن أذواق الناس تتغير، كما يتغير كل شيء. هذا المناخ العام سوف يتغير نحو الأحسن بعد حين، فقط هي مسألة وقت.. لكم أن تعرفوا أن في الأربعينيات تقريبا كان هناك روائي إسمه إسماعيل ولي الدين ملء الدنيا وشغل الناس، وتحولت رواياته إلى أفلام. ولم يعرف نجيب محفوظ حينها سوى قلة قليلة. والآن ماذا تبقى من إسماعيل ولي الدين؟ عدة افلام تجارية سيئة؟ وأين كتبه؟ هل يقرأ له أحد الآن؟ أرجوكم أيها الموهوبون الأفذاذ لا تتوقفوا عن الكتابة. اكتبوا
"
Negative,Negative,"اكتر حاجة عجبتني ولفتت نظري في الكتاب هي ماذكرته سارة درويش في اخره بانها متزوجين من سنة طوال الوقت كنت فاكرة اني بقرأ الكتاب لامرأة في سنة أولى جواز فقط . ما شاء الله ياريت يكون ده واقع بيوت كتير بعد الجواز وعجبني ذكائها في تعاملها مع حماتها اللي كانت بتكرها اول الامر لانها لم تكن من اختيارها هي ولكن اختيار ابنها وجميل محاولة الزوجين اسعاد كل منهما الاخر بشتى الطرق من غير حساسيات وكلام الناس وغيره لو لم تكن تحكي عن حياتها هي لظننت انها تكتب عن خيال غير موجود
"
Negative,Positive,"مقارنة بالمطاعم المنافسه المتواجده بتبوك فهو يقدم لازانيا رائعة و لذيذة و البيزا عنده لذيذه و لكن هنا اصناف أخرى غير جيده المهم مربط الفرس اللازانيا
"
Negative,Positive,"مع الأسف أقل من المتوقع . الموقع مناسب في أول ينبع. الغرفة ضيقة جدا ورائحة الغرفة سيئة والاسوء هي رائحة سرير النوم حيث لم استطع النوم المواقف زحمه
"
Negative,Negative,"قررت قراءة الكتاب لسبب واحد، مهند أبو دية.. وتجربة لمعرفة كتابات الدخيل وللأسف خذلت بشكل كبير، ترددت بوضعه برف الكتب الغير موصى بها لمهند ولكل من هم بعظامه مهند.. الكتاب لم يحوي الجديد أبد معلومات مهند كلها سبق وأن مرت علي، وهي الباب الثاني من الكتاب، الباب الأول فكان يتكلم عن تجربته بمطعم الظلام وكانت تجربة جميلة لكن ينقصها الكثير من التفاصيل، أما الباب الأخير فمررت عليه مرور الكرام، لانه ليس سوى اقتباسات.. أظن أنني اقتنيت كتابا للدخيل لقراءة قلمة، لا اقتباسات شعرية، ومقابلات شخصية... نجمة لمهند ولكل منهم بحالة مهند ومازالوا يثبتون أنفسهم بأعمال لم يقدروا الأصحاء على فعلها.
"
Negative,Positive,"لهذه الرواية قصة حين اشتريتها لايهم سرد قصة شرائها بقدر مايهم أن أذكر لكم قرائتي لهذا الكتاب ... رواية جريئة جدا حد البذاءة .. تعجبني الجرأة التي لاتكون سيدة الموقف بالرواية بل يخالطها أدب يجعلك تتغاضى عن الجرأة وربما تقبلتها وهذا للأسف لم أجدها في هذا الكتاب ، كنت أفتقد للأدب ولم أجده هنا .. ممم مستغربه جدا من حصولها ع جائزة البوكر ... ممممم أكثر ما أحببته في الرواية وقت شراؤها هههه كان بشهر العسل مع من أحب : . اعطيها نجمه واحده لأن الكتاب له قيمه عندي كما ذكرت ، وسيظل هذا رأيي الشخصي مع احترامي الشديد لشخص الكاتب المحترم جدا
"
Negative,Negative,"مجموعة من المقالات تجمعت فى كتاب ولكن لو كتبت فى الفيس او مدونه هتكون افضل لان لا اارى اى شئ يدعوه للكتابه هذا كتابه لان ولا عالج مشكلة ولا حتى وضعه مخدر بقلل من اوجاعنا. ولكن هى عبارة عن افكار متناثرة من الكاتب كتبها فى شكل كتاب. وحتى عنوان وكانه لا يدل ع اى شئ ما فى داخل كتاب بل هو نوع من الترويج. ولكن اولى نجماتى للتصيم الغلاف. وثانى نجماتى للرسومات اسلام جاويش وتخفيف بعض مضايقتى من كاتب. وتمت بالحمد الله
"
Negative,Negative,"من أسوأ الكتب التي قرأتها في حياتي ، اسفي على ضياع وقتي بقراءة الكتاب الذي اعتبره مجرد حشو لكلام و شخوص بدون أي جوهر لفكرة
"
Negative,Positive,"تشبه الخيميائي إلى حد ما .. . أو ربما هي إعاده صريحه للخيميائي و لكن بشخوص مختلفه. لم تعجبني الروايه التي كانت طويل دون هدف
"
Negative,Negative,"لم اجدها ممتعة، قرأتها لقتل الملل في اوقات الفراغ بين الحصص المدرسية.
"
Negative,Negative,"سيء . لاشيء. ازعاج بالغرفه المجاورة والشقه ضيقة زيارة لن تتكرر
"
Negative,Negative,"كفاية عليه اوي النجمة ديه ... فين القهوة وفين اليورانيوم ؟؟ ده حتي مفيش مقال بالاسم ده
"
Negative,Positive,"ربما كانت تستحق ثلاثة نجوم ولكنها لم تعجبنى
"
Negative,Negative,"قصة لغتها بسيطة الا آنها تحتوي على جوانب آختلف معها مع الكتاب و كثرة الاطناب في مواضع لا معنى فيها للاطناب،،، انتهت قصتي مع القصة و النهاية كانت سعيدة بالنسبة للكاتب لكنها لم تكن كذلك بالنسبة لي فالحب يولد في آرض صالحة و ينمو بمياه طاهرة و تقطف ثماره الحلوة النظرة
"
Negative,Positive,"لن أسكن في أحد مجموعة رواق مستقبلا إطلاقا ولن أنصح غيري بالسكن فيه . . الأثاث قديم جدا منها الطاولة الموجودة بالصالة مكسورة . الأنوار لا تعمل معطلة وبعد التواصل مع الاستقبال تم أخباري بعدم وجود لمبات . الانترنت ضعيف جدا جدا . باب دولاب المطبخ مكسور . جدران الصالة الصبغة ملطخة بارزة وغير جيدة . وأتعجب أن أحجز من موقع بوكينغ وأجد الوضع بهذا الحال
"
Negative,Negative,"كعادته د.أحمد يدهشني بقدرته على تحويل المواقف العادية والتي نمر بها دون أن تثير انتباهنا إلى قصص وحكايات.. بل إنه كثيرا ما يقول أعقد الأشياء عن أبسط الأشياء وهذا بحد ذاته إبداع. هذا الكتاب جاء أقل مستوى من كتبه الأخرى ولكن بأسلوب الدكتور أحمد الساخر بامتياز كالمعتاد
"
Negative,Negative,"لم أعرف الهدف الحقيقي من الرواية، كانت تدور وللأسف حول محور واحد من أولها لأخرها وقارئ الرواية يعرف عما أتحدث. تفاصيل الرواية تخلو من العقلانية والمنطق حتى أنه يصعب على المتلقي تقبلها مع أخذنا بالاعتبار بأننا أمة تؤمن بالجن ووجودهم وقدراتهم. مع علمنا وإيماننا بوجود الجن إلا أن سرده لمقدرة قنديش على البحث العلمي وما إلى ذلك يجعلني أشعر وكأن الكاتب يستغبيني ويحتقر عقليتي أضف إلى ذلك أن الجنية عائشة تحارب الشياطين وتحمي المؤمنين من الإنس والجن. أول رواية للد. غازي القصيبي وأعتقد بأنها ستكون الأخيرة.
"
Negative,Positive,"يمكن ان اقول انني قرات الروايه بكاملها ولم اجد الذي اريد. لانني اخطأت بأسم الروايه. حيث انني بحثت عن الحياة المزهرة ولم اجد ما اريد. بالنسبه للروايه فأنها تدور حول وضع الايمان موضع التجربه. يوجد العديد الحكايه التي قرأتها في الروايه تروى كنوادر او موروث. مثل حكايه الراهب صاحب العمود ... لم احبها البته
"
Negative,Negative,"الرواية دعائية من الطراز الأول وليست ذات قيمة ادبية كبيرة. طريقة تناول القصة مثل كفاح طيبة لمحفوظ واقرب في احيان كثيرة الى رواية عزازيل لزيدان... السرد غير موفق والرواية مفككة الى حد ما خاصة قصة كارتر وتناولها بالرواية. الاحداث التاريخية مغلوط كثير منها. نهاية : تخلي احمد مراد عن عنصر التشويق والجريمة برواياته افقده الكثير من ملكاته اللغوية
"
Negative,Positive,"لن اكرر التجربه بهذا الفندق . الاستقبال جميل الموقع مميز فقط. لم يعجبني اطلاقا ولن اكرر الزياره له التكييف كان سيئ جدا وتواصلت معهم وصلحوه لكن لا فائده السرير غير مريح اطلاقا الغرفه صغيره جدا
"
Negative,Negative,"لم أر مثل هذا الكتاب في حياتي . أولا: مذكرات هذا الكاتب أثناء طفولته كلها ضياع في ضياع، وكل ماحكى عنه هو حياته في الشوارع والهروب من المدارس والتدخين والسرقات وكأنه لايوجد له أب يربي ولا أم تهذب . ثانيا: ألفاظ الكاتب سوقية جدا جدا جد لأبعد الحدود، هذا غير تشبيهاته القبيحة... هذه المذكرات لاتنفع أن تكون أبدا قدوة للشباب المسلم الواعي، بالرغم من وجود بعض روح الدعابة والفكاهة فيه... باختصار قراءة هذا الكتاب مضيعة للوقت فقط دون الخروج بفائدة..
"
Negative,Positive,"لانني لست من النساء اللواتي يعاشرن اي رجل. ولانك رجل لن يتكرر في تاريخ انوثتي. ولانني انا احببتك انت لن اوقع ميثاق الشرف الانثوي ولن انساك وسأرتشف حبك وهجرك حتى آخر رمق .......
"
Negative,Negative,"مخيب للأمل. موقعه وفيه لمسات جمال توقعت انه بيكون افضل من كذا. سماع حركة صعود المصاعد وانت بالغرف القريبة منها وكذلك دورات المياه اكرمكم الله لابد ان تنزل غطاء المرحاض حتى تتمكن من الوصول لضاغط المويه وبرضو نظافة الشوكة والملعقة في المطعم غير مغسولة جيدا وجدت فيها باقي طعام كذلك لا يوجد كوفي ماشين بما انه ستار
"
Negative,Positive,"بعد الإنتهاء من قراءة الرواية ، توصلت الى أمر وهو بديهي جدا ولا اعلم لماذا احتجت كل هذا الوقت لكي استوعبه . وهو أن كون الرواية على رف الاكثر مبيعا يعني انها من الاكثر مبيعا.. فقط لاغير.. لايعني اي شي آخر :
"
Negative,Positive,"لا ادري ان كان هذا الكتاب يستحق كل تلك الضجة الاعلامية ، مواضيع متكررة ومجموعة مقالات لم اكمل قراءتها .. لم ينل على اعجابي ربما لأن هذا النوع من المقالات لا تتناسب مع ذوقي.
"
Negative,Negative,"مخيب للأمل. . طاقم العمل سيء وكأنهم مغصوبون على العملالتأخر في الخدمات والاستقبال وعدم الرد على الهاتف لدرجة أكون مضطر للنزول والتحدث مع الموظف بنفسيإضاءة ضعيفة جدا في الغرفةسعر مبالغ فيه جداقائمة الطعام للغرف ضعيفة والطعم غير جيد
"
Negative,Negative,"تجربدة غير سعيدة و لن أكررها مرة أخرى . الموقع ممتاز.البهو جهو جميلفقطفقط فقط. عل الرغم من خبرتي بالسفر، لكني تفاجأت بمستوى خدمات الفندق، وطريقة تعامل طاقم العمل مع اتصالاتي و طلباتي، والتي كانت عادية. وهذا ما دعاني للمغادرة قبل يوم كامل من الموعد المقرر، ومع ذلك لم يكلف طاقم الإستقبال سؤالي عن مغادرتي، بل كان همهم هو أن النقود لن يتم ارجاعها، وعنجما طلبت مقابلة المدير، قيل لي أنه في اجتماع.الواي فاي تعيس جدا و ضعيف جدا، وذلك لدفعك للإشتراك في باقات مدفوعة الثمنأمر محزن أن يكون الواي فاي بمقابل مع أن الواي فاي اصبح مسألة سهلةتجربة سيئة لن أكررها، ولا أنصح بزيارة الفندق
"
Negative,Positive,"لم تنل هذه الرواية اعجابي على الإطلاق... بسبب ما ذكر فيها من كلمات لا تنم إلى الحياء بصلة. توقعت أفضل من هذا لدكتور أحمد خالد توفيق
"
Negative,Positive,"بالنسبة لي لم يكن بالمستوى الذي كنت أتوقعه .. ولم تعجبني المقارنات العسكرية في الكتاب فشتان بين الثرى والثريا .. كنت أنوي قراءة عبقرية عمر أيضا لكن يبدو أنني سأعيد النظر
"
Negative,Negative,"هي دراسة عن ديوان الخيام، و ترجمة لشعره عن الفارسية. اختلاف الباحثين على عدد الرباعيات و ايها ينسب للخيام و ايها لغيره. لم استمتع بالأشعار كما كنت اتوقع، شعرت ان ترجمة الشعر تمحي سحره و رونقه
"
Negative,Negative,"قصة تقليدية. محستهاش. نهايتها اصابتني في مقتل : . يمكن اللغة كويسة. بس لو القصة دعمتها شوية
"
Negative,Negative,"ضعيف. . الغرفة صغيرة
"
Negative,Negative,"الفندق سيء جدا . لايوجد شيء يستحق الثناء مقارنة بفنادق دبي الراقية. تم وصول الفندق وكان استقبال سيء جدا وتم اخباري بسحب درهم تأمين وبعد ذلك تم سحب درهم . الفندق لا يستقبل الزوار علما بأني استأجرت بفندق اخر وتم الترحيب بي وبزواري وبعد ايام تم دخول الزوار وأمامي لا أعلم مالسبب مادام هناك اجراءات أمنية متبعة بجميع الفنادق . عمال النظافة بكل وقاحة وقلة أدب يتم فتح الباب والدخول وأنا نائم ومن ثم الخروج مع وجود لافته بعدم الازعاج . جميع مرافق الفندق مملة وهو يعتبر للنوم فقط . التعامل جدا سيئا من العاملين . تم طلب غرفة مطلة على الشاطئ او الادوار العليا تم اعطائي غرفة كئيبة المنظر وسوء المنقلب حجزي لمدة اسبوع لم استمتع . تم اخبارهم لدي رحلة وعمل توقيت للاستيقاظ للاسف لم يكن هناك تجاوب . المنطقة جدا بعيدة من الترفيه والمولات المرغوبة وازعاج السيارات واعمال الطرق والدخول والخروج مزدحم جدا . سكنت بفنادق كثيرة بدبي اسوء فندق دبل تري هيلتون واتمنى من الجميع الانتباه وعدم النزول فيه نهائيا . اخيرا الاسعار تختلف عن موقع بوكينق بزيادة عن الواقع مع اثباتي لهم الحسابات لكن للاسف دون جدوى بالاضافة تم احتساب فاتورة غير صحيحة وتم الدفع في مقابل الخروج من المكان السيء دون عودة
"
