Senti score,Original Tag,Original text,Senti words 
Positive,Positive,"Go everywhere. The location of the hotel is average to reach all places in Bur Dubai or Deira or even Sharjah and other cities and old and new deaths from several different ways. There is a market and massage places around the hotel and the Oud Metha area has many different restaurants for different tastes and prices are reasonable As well as other services such as laundries, but beauty places for women and others .... The bed is low, which leads to lack of attention when passing by, and the effects of hitting the leg and leg frequently. . The quality of the bed sponge is not enough because we wake up and feel that our bodies are broken. . The restaurant is small and accommodates the number of customers if the hotel is full.
",everywhere location average reach old new several different market massage around many different different reasonable well beauty others bed low lack attention passing leg leg frequently quality bed sponge enough wake feel broken restaurant small number full
Positive,Positive,"Gorgeous . Reception officials are Egyptian nationals, their treatment and cooperation is wonderful. Price change from reservation due to taxes, new buildings, blocking shadows on Khors, high price of apartments
",treatment cooperation wonderful change reservation due new high price
Positive,Positive,"The two books provide the most important insights for those interested in change. The first part was more literary and enjoyable than the second part, which was marred by many lengthy dialogues that resemble articles. In my opinion, the prominent weakness of the two works was dialogue, sometimes you find it colloquial and sometimes you find it fluent without logical control. I don’t mind mixing colloquial with classical if he finds a strong justification for that .. Perhaps the second part of his style in which he wrote was tended because of the urgent need for the writer to develop the idea of the two books more. I was struck by the technical details and the details of business administration and development work .. In the end I was very impressed with the two works despite the drawbacks that I had on him .. Despite my feeling of some kind of boredom in the middle of the second part .. A very important work especially that it was written in the pre-revolutionary period and has many predictions and lessons Unfortunately, we did not benefit from the revolution, such as mixing abstract development work with politics, its adaptations and endless adventures. And like the need to pave the society and raise its human quality in order to better receive change and contribute to it effectively
",two provide important interested change first part literary enjoyable second part marred many resemble opinion prominent weakness two dialogue find colloquial find fluent without logical control mind colloquial classical strong justification second part style urgent need writer develop idea two technical business administration development work two despite feeling kind boredom middle second part important work period many benefit revolution abstract development work politics endless need pave society raise human quality order better receive change contribute effectively
Positive,Positive,"A wonderful novel in every sense of the word. ..And once again Ahmad Murad takes a breath in a wonderful literary work ... For me, the novel touched my soul and flew to me for that time and place
",wonderful novel every sense word breath wonderful literary work novel soul time place
Positive,Positive,"good. . No parking available
",good available
Negative,Positive,"Excellent trip. I liked everything. And reception is at the height of ethics. nothing
",trip liked everything reception height nothing
Positive,Positive,"The best experience. The crew treated them fine, the view of Burj Khalifa is great, their restaurants are beautiful ... and the best thing is that you are looking at the Mohammed bin Rashid Boulevard. nothing
",best experience treated fine view great beautiful best looking nothing
Positive,Positive,"This deep, valuable novel takes the pulp, and I don’t know now if I really understood it… or is about to understand it .. It carries a lot of mixed feelings among its folds .. It is a journey in the true self and all that passes through it is nothing but metaphors for what is inside your mind, yourself and your life .. And once again you confirm that what really happens in your life is a reflection and a result of what is inside you .. In order to reach what you want you must open your eyes well and see the truth ... very amazing
",deep valuable novel pulp know really understand lot mixed journey true self nothing inside mind life confirm really life reflection result inside order reach open well see truth amazing
Positive,Positive,"The book, God willing, is great. What is the language, strong and sophisticated..I enjoyed it very much. And bless you ..
",book willing great language strong much bless
Positive,Positive,"What makes someone special in his field is not just talent, but talent when it reaches the limit of madness ... I have always wondered ... Who is where Saramago comes with those imaginary societies? How can he weave a story where everything is so mixed up? In his writings, Saramago always creates a state of collective awareness that moves society as a single block towards something, or towards a strange event ... In death interruptions, the writer imagines ... what if death feels bored one day, and then decides to stop? What will happen ? What is the impact of that on the people of this community? He wonders in blindness .. What if everyone becomes blind? What could happen in a community of blind people? How do people deal with this phenomenon? He wonders here in Insight .. What if the people decide to challenge the government and not elect anyone? How does the government act on this? What will be the people&#39;s reaction to what the government did? Questions you may see as silly and silly, but Saramago grasps them wisely and weaves them into a solid and beautiful garment ... The answers to these questions, and the truth is said, illogical, and you may feel that they are unnatural .. But who said that Saramago is natural or logical? Didn&#39;t we just say that creativity that is not characterized by insanity is not creativity? Another thing that distinguishes Saramago is that he tells the novel in a reader-like manner, not a narrator, so you find him sometimes wondering what will happen in the novel shortly and sometimes updating himself with thoughts that revolve in his mind ... What really exhausted me is the narration style .. long breathless phrases .. lots and lots of sentences The objection that requires a present mind to pass it ... I saw this before in the interruptions of death and I thought it was a translation error, but I found it here too ... You can pass all this and enjoy it with a little patience, but if you are not patient, then I advise you to try. .
",special talent talent limit madness imaginary weave story everything mixed state awareness society single block strange event death writer death bored day stop happen impact people community blindness everyone blind happen community blind people people deal phenomenon people decide challenge government elect government act reaction government see silly silly solid beautiful garment truth illogical feel unnatural natural logical say creativity insanity creativity novel manner narrator find happen novel shortly revolve mind really exhausted narration style long breathless objection present mind pass saw death thought translation error pass enjoy little patience patient advise try
Positive,Positive,"I love it simple and light and simulates the mind. Enthusiastic complete the reading of the same topics.
",love simple light mind complete reading
Positive,Positive,"Nice collection of short stories. I love this kind of literature that presents an important idea without boredom and in a number of no more than two or three pages. The most powerful stories that I liked are: the strong man, tomorrow is also coming, the only man and finally the layers of happiness in which he presented a point of view The police are in the best way to deal with outlaws
",collection short love kind literature important idea without boredom number two three powerful liked strong tomorrow coming happiness point view police best way deal
Positive,Positive,"Al Raha Beach is a named name. Everything is the location of the hotel, fine dining and very delicious Arabic breakfast, one of the most beautiful hotels in Abu Dhabi. nothing
",location fine delicious breakfast beautiful nothing
Positive,Positive,"I no longer doubt that God, whom we knew in Palestine, also came out of it, and that he is a refugee in a place where I do not know, unable to solve the problems of himself. Ghassan Kanafani, the land of sad orange. Only now I know why they assassinated me. An anecdotal group shed tears while reading it. Kanafani with all the genius managed to embody Palestine and the Palestinians in a short anecdotal set. Adeeb did not and will not come to describe the issue and the personality of the Palestinian in this depth. Do not die before it was Nada .. Do not die. Ghassan Kanafani, the land of sad orange. Only now I know why they assassinated me. Only now I know why they assassinated me
",longer doubt place know unable solve land sad orange know anecdotal group shed reading genius embody short anecdotal set describe personality depth land sad orange know know
Positive,Positive,"Light and quick to read .. I may return to take some ideas from him ..
",quick read return
Positive,Positive,"Attractive to read ... by pulling and page on the base of the unit
",read page base unit
Positive,Positive,"Fine hotel. A classy, clean hotel and good staff treatment. nothing
",classy clean good staff treatment nothing
Positive,Positive,"Exceptional. Close to the Prophet’s Mosque .. the price was good riyals .. services .. sophisticated dealing with the hotel crew. Wi-Fi is weak.
",price good sophisticated weak
Positive,Positive,"What a huge amount of sadness, well-being ... painful and tired, this book felt I was reading tears, not letters. But I liked it .. I really liked my grief
",huge amount sadness wellbeing painful tired book reading liked really liked grief
Positive,Positive,"The device for a great price ... fast, imminent, and its screen is excellent, but the camera is somewhat slow and lacks its accessories. I do not know why it was not in its box.
",device great price fast imminent screen excellent camera somewhat slow know box
Positive,Positive,"very good . The location of the hotel is distinctive because it is close to the Haram. The reception was very good and the settlement procedures were speeding .. The settlement time is four o&#39;clock.
",good location distinctive close reception good settlement settlement time
Positive,Positive,"fantastic place . Close to campus, clean place, staff, breakfast. Some guests annoyed late at night
",fantastic place campus clean place staff breakfast annoyed late night
Positive,Positive,"The summary of the truth in the Arab situation
",summary truth situation
Positive,Positive,"Clean and quiet. Cleanliness and tranquility, the pool is large and clean. Housekeeping workers are weak in meeting demand
",quiet tranquility pool large clean weak meeting demand
Negative,Positive,"Lafecraft is really terrifying ... it was probably only a psychopath that could produce such thoughts and represent them in words and phrases.
",really terrifying probably psychopath produce represent
Positive,Positive,"I took the advice of the writer in the introduction and did not take a position on the book, either by rejecting it or by accepting it, but the book explains the wonderful education of the Muslim Brotherhood University as it shows the negatives of the group, but all this does not concern me and does not benefit me except the part of the Islamic term and that is from page to
",advice writer introduction position book book wonderful education group concern benefit except part page
Positive,Positive,"Exceptional. Its proximity to the chapel and its views.
",proximity chapel
Positive,Positive,"Laughter, which with time, turns distressed and crying because all that is decreed is true. My first experience with artist Bahjat Othman and I didn’t know, and it was coincidentally pure that made me know the book. It was a nomination by Godreids, but this valuable coincidence deserves to be celebrated. The book attracted me and the drawings are very expressive, but because of my ignorance of the painter and that he passed away, I mean, to attend a revolution and nothing else. And with my growing feeling as I browsed through the book that he was painting yesterday, the shock came when you knew that it was spreading in meaning from more than one year. And you know that we are leaving like a reel like a ball after him, we do not move forward, nor do we delay two seconds, with the same ignorance, stupidity, and backwardness, or if in change, he will remain a descent to the abyss. M the other is our condition Manial
",time distressed true first experience artist know pure know book nomination valuable coincidence celebrated book expressive ignorance painter away mean attend revolution nothing else growing feeling book painting yesterday shock spreading meaning year know reel ball move forward delay two ignorance stupidity backwardness change remain abyss condition
Positive,Positive,"Very cool dress-up. I wrote a simple and quick review of my blog. : //. . / =
",cool simple quick review blog
Positive,Positive,"Exceptional. Everything is special, and the most beautiful thing is that there is a men&#39;s club and a women&#39;s club.
",special beautiful club club
Positive,Positive,"Nice stay. The location is excellent, the staff are helpful, but there is a Filipino employee, her manners are tight, and the hotel is very clean, allowing friends to enter. For those who can not speak English it is not good because I did not see any Arab person among the hotel’s troubles in the morning when cleaning the neighboring rooms. The internet price is overrated.
",stay location excellent staff helpful employee tight clean enter speak good see person morning cleaning internet price overrated
Positive,Positive,"Wonderful atmosphere, great work team, calm and calm smile in every place in the corridors of the hotel when you talk to them as they were your friends, especially in the reception and ease and speed of the Jiknick Out the rooms are wonderful and very quiet and the air conditioning system is distinct and the family is very comfortable Breakfast in the morning in a very calm atmosphere especially I hope to go back and book in this The hotel over and over again has a very privileged location close to the High Street metro as Misfington as well as grocery stores
",atmosphere great work team calm calm smile every place talk reception ease speed wonderful quiet air conditioning system distinct family comfortable morning calm atmosphere hope go back book location close metro well grocery
Positive,Positive,"Budget hotel. The presence of the bus during prayer is an economic hotel and is a few minutes drive to the Haram. Furniture is below average, no internet
",presence bus prayer economic drive average internet
Positive,Positive,"I am okay. I miss all eyes. Nobody said .. I would love you. Creates a beautiful situation
",okay miss love beautiful situation
Positive,Positive,"Exceptional. Close to the campus, neat and clean. Everything I liked. There is an unpleasant smell on reception
",campus neat clean liked unpleasant smell reception
Positive,Positive,"Boudl distinct hotel comfort. I liked everything.
",distinct comfort liked everything
Positive,Positive,"Exceptional. customers service. Close the pool early, until late or late evening
",service pool early late late
Positive,Positive,"more than great . The staff is excellent and understanding. The breakfast is varied and great.
",great staff excellent understanding breakfast varied great
Positive,Positive,"Very beautiful . The sweet is that it is very close to the super market and it is open an hour and it provides taxis in addition to cleanliness and the services are great, but I make sure that it is golden sands because golden sand for singles and if it is a person or two but gold sands for families or a group of people .. the internet is very very weak
",beautiful sweet close super market open hour addition cleanliness great make sure golden golden sand person two gold group people internet weak
Positive,Positive,"good. Yeah. The service in the restaurant is of a low standard
",good service restaurant low standard
Negative,Positive,"To rest an address. everything. nothing
",rest address everything nothing
Positive,Positive,"Enjoy what you read, what is the need for Omar Taher, but if you did not wait for Zamalek
",read need wait
Positive,Positive,"Appropriate . The staff are helpful, the hotel is clean, tidy, quiet, safe and very suitable for families. Sometimes you hear the inconvenience of cars from the street and crowding under the street, but the price is a little high at night
",staff helpful clean tidy quiet safe suitable hear inconvenience street street price little high night
Positive,Positive,"I have two novels and two novels that I have read so that you may be raised, and excuse me for memorizing the title, for I respect you as a writer more than ever ... Lonely, selfish, contradictory, full of romantic and melodramatic events ... You like the reality we live in. In my view, it is lighter, painful and painful than the heroes of your story. On its edge ... dear is not a human being, he lived his life in the forbidden pleasures and forgot himself, How repulsive I find myself when I find it sometimes says that astrology is not permissible, and sometimes you find it analyzing drinking and adultery, for you hated his behavior and his psychopathic justifications in the analysis and prohibition, he was supposed to cross the road and a truck or bulldozer came to mash all the rest of his pride, you conceited you Abdel Aziz But, hey, at the end the surprises lie .. Indeed, I found the end and it was of the open type, causing the reader to imagine the fate of each of the heroes. Full of certainty that events like this are running What in fact, I pray to God that Ragia Engjina and others of the love of such kind, I swear I live my life without love that Atjra the bitterness of this kind .. I loved you more than it should be, and loved me less than I deserve
",two two read excuse title respect writer selfish contradictory full romantic melodramatic reality live view lighter painful painful story edge dear human life repulsive find find astrology permissible find drinking adultery behavior psychopathic analysis prohibition cross road truck bulldozer mash rest pride conceited hey lie open type causing reader imagine fate certainty running fact pray others love kind swear live life without love bitterness kind loved loved less deserve
Positive,Positive,"I tell you from Bahut from Yasin from Bahia. Najeeb Sorour is creative as usual
",tell creative usual
Positive,Positive,"Exceptional. Everything is okay. The channels are OK, and the internet is not running
",okay internet running
Positive,Positive,"The bakery has many branches .. The sandwich is once delicious and fresh, cheese, halloumi, labneh, thyme, chicken, etc. .. It sells cake, cupcake and juice, more suitable for breakfast or a light meal.
",bakery many sandwich delicious fresh cheese thyme chicken cake cupcake juice suitable breakfast light meal
Positive,Positive,"The nation that is satisfied with the loss of its freedom and independence and accepts to place its hand in the hands of its usurper is the most down-to-earth, inferior and deserving of death and annihilation ... a powerful and moving narration and a very beautiful language that combines the two most important elements of a successful book, namely pleasure and interest ... The witch .. I am convinced that it is better than transferring literature from non-Arabic to Arabic in the modern era .... I did not like the subject of the novel at the beginning and I did not like describing the Turks as occupiers and usurpers ... How strong is the love of homelands, love of the family, and love of the one you love And when the first collides with the second, the protagonist Constantine Brancomer does not see an escape except the third .... a novel that reveals the actual meanings of betrayal, loyalty, love, virtue, sacrifice, freedom and pain .... influential in every sense of the word.
",nation satisfied loss freedom independence place hand usurper inferior deserving death annihilation powerful moving narration beautiful language two important successful book namely pleasure interest witch better literature modern subject novel beginning describing strong love love family love love first collides second protagonist see escape except third novel actual betrayal loyalty love virtue sacrifice freedom pain influential every sense word
Positive,Positive,"Al-Ahmari, and what do you know? This is how to read and how to supply books. High literary language, more pleasant sayings, and more than wonderful directions on both sides of reading and writing, even if reading is the dominant thing and what is required of them or whoever wants to do them. The book does not mention everyone yes so I claim, as there are readers who do not really know how to read. From the copyright you have to talk to him, do not surrender him everything and come out no matter. The book has the right to decorate it with your pen so that it can open between you two covers. Or, as our predecessor said, the book does not enlighten until it is unfair. This is exactly what the author was doing. The book has more than just a book, and reading it is more than just reading; it is a curriculum for readers. And he ended the review by quoting his books on the farewell of his friends; the books he wrote: The wisdom of the books is difficult to transmit, and we did not increase the reader except that we shared some of the books’s pleasure and ways of dealing with them. I recommend it ..
",know read supply literary language pleasant wonderful directions reading writing reading dominant book mention everyone yes claim really know read copyright talk surrender everything matter book right decorate pen open two predecessor book enlighten unfair exactly author book book reading reading curriculum ended review farewell wisdom difficult increase reader except pleasure recommend
Positive,Positive,"A beautiful place, a place by the sea, in the Masbat area, the food is excellent, and the service is good. The most beautiful thing is that you eat at the sea in a beautiful place and nice music
",beautiful place place food excellent service good beautiful eat beautiful place nice music
Positive,Positive,"When she presents cleaner and more respectful works, the director of the director, Fatin Abdel Wahab, manifests the film of Khatib Mama for his complete and complete understanding of the movie story that was written by the genius writer Mr. Bdair, and there are many events that take place mostly in a comic sphere where the spoiled girl, Mushira Nabil Abeed, who tells her her friend with a hidden secret about her relationship with a young man who plundered Her virginity and her deceitfulness ... The events continue, as her friend&#39;s speech falls in the hands of lawyer Talat Ahmed Mazhar, and everyone thinks that Mushira is the owner of the problem, and here many of the paradoxes presented through the film&#39;s events start in an interesting and light manner that is completely devoid of boredom, fatigue and long scenes. It can be filled with dialogues that have no significance, for every scene does not exceed three to four minutes in length, and the transition between those scenes was made in a smooth and simple way without complications or neglected remedies, in addition to using paradoxes as a kind of dramatic plot of the story and the way it is presented in parallel to the events The success of director Fateen Abdel-Wahab in the logical choice of job heroes, especially the role of Madiha Yousry Kam, who performed so brilliantly at the same time in which she played the role of a fourth-year-old woman who takes care of her daughter with the help of her father and relates to the love of lawyer Talaat Ahmed Mazhar, who was able to another From providing serious and respectful work In addition to his works that have increased his stardom, even Madiha Yousry impressed me with the degree of her mature maturity in performing many scenes with sincerity and competence, and besides the role of the protagonist of the film Madiha Yousry and Ahmed Mazhar, it comes to the role of the star Nabila Obaid, although it is not the first work and that she has appeared in many The other works are more mature and older, but she successfully managed to present that little spoiled girl ... That is why the film, in my personal view, is a good film in terms of elaborate workmanship by director Fatin Abdel Wahab, who was able to take many simple cadres that do not require any focus or depth. Thinking draws you from the warmest Female film away .lakhrj act clean, serious and respectable.
",cleaner respectful director director film complete complete understanding movie story genius writer many place mostly comic sphere girl friend hidden secret relationship young virginity deceitfulness continue speech lawyer everyone owner problem many start interesting light manner completely devoid boredom fatigue long significance every scene exceed three length transition smooth simple way without addition using kind dramatic plot story way parallel success director logical choice job role brilliantly time role woman daughter help father love lawyer able serious respectful work addition increased stardom degree mature maturity many sincerity competence role protagonist film role star first work many mature older successfully present little girl film personal view good film elaborate workmanship director able many simple require focus depth film away act clean serious respectable
Positive,Positive,"Exceptional. Quietness of the hotel and service. Amendment in front of the hotel
",service front
Positive,Positive,"First, I am not one of the people to her reading hobby, and there is nothing between me and the books. Ammar Awi..You can tell your story and the situation to which you put me in it. Famous needs and I took the fuss that I am not completely pure, and I read the novel, a way of narrating a new, interesting and appreciated, I say innovative and no, but it was really very interesting. The story itself was very sweet and very interesting. I sympathized with all people ... and I was upset with them at a second time. She lived with her two days with her village in them. I am sincere about a month and a half ago .. I mean, before I think, I write a review, I was thinking I read it again, but I said write the first, and then read it again and write again. Generally, good luck, my friend, and I continue, I mean, you don&#39;t have to work, and waiting for a lot of other needs..But I think it is a very strong start .. with success
",people reading hobby nothing tell story situation put fuss completely pure read novel way new interesting say innovative really interesting story sweet interesting people upset second time two village sincere month half ago mean think write review thinking read write first read write good luck friend continue mean work lot think strong start success
Positive,Positive,"Literature is wider and the first door to know the enemy
",first know enemy
Positive,Positive,"good. A clean but crowded hotel, and the entrance to the hotel is narrow. I booked on the occasion of my wedding day, but they did not offer anything, and I did not give him any previous hotels near him. A room overlooking the sea requested Atoni a room overlooking a wall
",good clean entrance narrow occasion wedding day offer give near room room wall
Positive,Positive,"This book ..... A fortune in every sense of the word. And this writer .... is absolutely creative. He is also funny in every sense of the word. Very fun ... very nice ... very cool. I was impressed with most of it ... except that it made me hate the idea of marriage and I wonder ... Is the writer married? If he was married, it is likely that he became divorced immediately after the book was published. I was able to draw from the book as a huge number of quotes .... I advise everyone to read it ... I think it is a masterpiece of satirical literature
",book fortune every sense word writer absolutely creative funny every sense word fun nice cool except hate idea marriage wonder writer married married likely divorced immediately book able draw book huge number advise everyone read think masterpiece satirical literature
Positive,Positive,"Wonderful and complete hotel. I liked a lot of things, its proximity to the tram, the internet is very fast, great staff, especially Amr.
",complete liked lot proximity tram internet fast great staff
Positive,Positive,"One of the most beautiful human life writings and life situations. And divide the book into separate articles related to the topic. Make the book light and easy to read. The book is about self, controlling it, understanding it, and dealings with others ... The author is its author in the form of situations that he passed through and through them he talks about the positions of historical figures and famous personalities, but that you will find the lives of great people summarized in a few lines and in a wonderful way .... It is beautiful here also that the book in it Too much information
",beautiful human life life divide book separate book light easy read book self understanding others author author form historical famous find great people wonderful way beautiful book much information
Positive,Positive,"Excellent. The place is excellent. There are two groceries, a pharmacy, and a large group of restaurants near it, a metro station and a ten minute drive away from the Dubai Mall. nothing
",place excellent two groceries pharmacy large group near metro station ten minute drive away nothing
Negative,Positive,"Great hotel. There is a children&#39;s club. nothing
",club nothing
Positive,Positive,"good. . Refrigerators in all rooms are very poor
",good poor
Positive,Positive,"The ideal place to stay in Jeddah, and it will be my favorite destination next time. Everything was just great. Double Wi-Fi, only one elevator, the price is a little high
",ideal place stay favorite destination next time great elevator price little high
Positive,Positive,"Excellent. Good reception and smile reception staffs quiet location. nothing
",reception smile reception quiet location nothing
Positive,Positive,"We are two peoples, see the first where and the second where. The line between the two leds Pivot:. One of the best I&#39;ve read.
",two see first second line two best read
Positive,Positive,"A different book ... His philosophical and humorous style ... I liked the dialogue between the child and the educated cat:
",different book philosophical humorous style liked dialogue child educated
Positive,Positive,"good . Value for service. Bus, narrow space in the rooms
",good service narrow space
Positive,Positive,"Five star hotel but as a six star service. Good handling and excellent reception from all the staff, especially brother Maher.
",star six star service excellent reception staff brother
Positive,Positive,"Tragic are the words when you come out of a father talking about his two sons with disabilities .... I did not realize the greatness of the passion of fatherhood in my life as I realized it in the pages of this thirtieth book ..... If an ordinary person writes about that horrific experience then you feel his tragedy .. But when a veteran writer experiences the experience, the words sweep you and throw you into the abyss .... speaking of the deprivation of communicating with them and the deprivation of seeing them getting older and depriving him of his wishes to see them better than him personally .... you realize that every father sees his children and They grow up praying to his Lord all night, thanking this blessing ..... It is not easy for you to clash with the fact that those who are supposed to be better than you ... are much worse than you YR ... not by their will, but because nature said its final say ... and she wanted them to be handicapped ... genetics responded to the Creator&#39;s command that the writer become two tragedies that move on four feet .... one of them has only one sentence and the other does not have Not a single movement .... And a joyful father who is deprived of playing, hiking and fun sharing with them .... It reaches the height of sadness and pain when the writer says a handicapped child for his parents is the end of the world ..... I have two ends of the world ... .. a painful experience I invite you to ....
",father talking two realize greatness passion fatherhood life book ordinary person horrific experience feel tragedy veteran writer experience sweep throw abyss speaking deprivation deprivation seeing older see better personally realize every father children grow night blessing easy clash fact better much worse nature final say wanted command writer become two move sentence single movement joyful father fun height sadness pain writer child world two world painful experience invite
Positive,Positive,"The deceased was a message more than a novel that was explained in the last papers of the novel. Do until you live forever. Verbs are the ones left
",deceased message novel last novel live forever left
Positive,Positive,"The hotel is very pleasant, the location is excellent, and the luxury of the hotel. The luxury of the room.
",pleasant location excellent luxury luxury room
Negative,Positive,"Excellent . Everything is beautiful in every respect. Shi
",beautiful every respect
Positive,Positive,"A very distinct story indeed with characters in similar situations to our situation. Wajih Ghali actually wrote the novel The Age, and it is possible to tell the history, as a reference for the post-revolution period.
",distinct story indeed similar situation actually novel possible tell history reference period
Positive,Positive,"Ghazi Al-Qossabi’s narration style is dazzling as usual. The writer depicts the suffering of Alzheimer&#39;s patients with great precision .. It makes you thank God from the deepest depths of your heart on that memory that. God bestowed on us. It was linked in our past awareness that the torment is in an unforgettable memory .. Ghazi Al-Qossabi proved the opposite. The true pain in his memory has erased everything ... a light book that ends in one sitting ... very painful
",narration style dazzling usual writer suffering great precision thank deepest heart memory bestowed past awareness torment unforgettable memory opposite true pain memory everything light book painful
Positive,Positive,"Wonderful writer style is different and simple, and the most beautiful addition of examples to explain what he says
",writer style different simple beautiful addition explain
Positive,Positive,"Quiet and treated them more than wonderful. Everything .. except the net was not good.
",treated wonderful except net good
Negative,Positive,"Enjoyable trip . Cleanliness and treatment of reception staff and workers. There is no place for washing utensils in the kitchen
",trip treatment reception staff place kitchen
Positive,Positive,"Wonderful is the effort in this series .. Even if I did not like this part like the first part, I was able to come up with many details about the features of this era. And how it affected his artists ... as well as the friendship between them
",effort series part first part able many well friendship
Positive,Positive,"This book is a reading of the biography and thought of Professor Abd al-Wahhab al-Masiri, may God Almighty have mercy on him. In it, we get to know the most important life points of this great thinker and his various ideological fluctuations, as the writer introduces us to his method of analysis and criticism, before he returns to provide an overview of his most important intellectual works, especially regarding The encyclopedia, which has a full chapter, concludes with this journey full of changes and challenges, presenting the technical interests of Al-Masiri, which are inseparable in his vision from his critical cognitive approach. What I can say is that this fruitful reading has opened my eyes to a deep thought and a unique analytical approach in dealing with problems and humanitarian issues. There is no doubt that I will have a return to the origin of this biography, that is, my intellectual journey in seeds, roots and fruit, as one of the thinkers said that life after I got acquainted with Al-Masiri&#39;s intellectual journey differs from life before reviewing it.
",book reading biography thought mercy get know important life great thinker various ideological writer method analysis criticism provide overview important intellectual encyclopedia full chapter journey full technical inseparable vision critical cognitive approach say fruitful reading deep thought unique analytical approach humanitarian doubt return origin biography intellectual journey fruit life intellectual journey life
Positive,Positive,"Saudi . Excellent reception and dealing from staff, hygiene and flexibility with guests Abdullah from Saudi Arabia. Wi-Fi is weak
",reception staff hygiene flexibility weak
Positive,Positive,"The book is good, full of emotional messages, and the elevator lived in it the philosophy of love in the fullest sense, but unfortunately, it was playful that inflamed Fouad Al-Rifai ..
",book good full emotional elevator philosophy love fullest sense unfortunately playful
Positive,Positive,"The trip with Dar Al Hijra has become amazing. The service is excellent. Thing
",trip become amazing service excellent
Positive,Positive,"This book tries to convey to the reader the truth, the whole truth, it came with a poetic hymn bearing in its folds the apparent wisdom that was more like a hymn in the one ..... Its goal is to give ......... and to feel the pleasure in giving and receiving ........ I found many of my own philosophies and my reflections on it, so I felt the euphoria of someone who reads something he knows and understands ......... . And the Arabic translation was smooth, it benefited the text and did not deviate from its context, so it was flexible and committed at the same time ......... and I think that one reading of this book is not enough for me. This time I read it after polishing me the years, I may find something that I understand more ... ..... And your feeling is continuous, the wind longs for it.
",book convey reader truth whole truth poetic hymn apparent wisdom hymn goal give feel pleasure giving many euphoria translation smooth text deviate context flexible time think reading book enough time read find understand feeling continuous wind
Positive,Positive,"A comfortable place for a couple. Rooms are elegant and comfortable in style. Kids games inappropriate place next to the restaurant
",comfortable place couple elegant comfortable style games inappropriate place next restaurant
Positive,Positive,"very good. . The lack of parking for the hotel
",good lack
Positive,Positive,"The location is excellent with overall cleanliness. The location is opposite the bus stop, which is transported to the campus, general hygiene, and central air conditioning. The elevators are available abundantly without crowding, and the prayer and breakfast in Ramadan is available in the restaurant. Lack of tables in the restaurant, the reason for the crowd at the moment of breakfast, and they did not provide the worshipers in the mosque with breakfast. Water passes at the call to prayer and the moment of breakfast only in the restaurant.
",location excellent overall cleanliness location opposite bus stop campus general hygiene central air conditioning available abundantly without prayer breakfast available restaurant restaurant reason crowd moment breakfast provide mosque breakfast call prayer moment breakfast restaurant
Positive,Positive,"A wonderful . Close to campus comfort. The value of the reservation appears in the RO website, but in fact the RO has been withdrawn
",wonderful campus comfort value reservation website fact
Positive,Positive,"Exceptional. Speedy procedures in the service screen. Coffee hospitality at reception and in the room. Place the shower sprinkler, and poor maintenance
",service screen hospitality reception room shower poor maintenance
Positive,Positive,"good. Breakfast is a few options.
",good
Positive,Positive,"The hotel is close to the Haram, and its price is reasonable. I liked the proximity to the campus .. the parking is very very crowded and you can not stand.
",close price reasonable liked proximity campus stand
Positive,Positive,"Gorgeous . Everything is perfect. nothing
",perfect nothing
Positive,Positive,"Really beautiful novel, and I felt that it was quickly concluded that I was completing myself too, so I couldn&#39;t get enough of it
",beautiful novel quickly concluded get enough
Positive,Positive,"Definitely worth reading ... I couldn&#39;t stop reading it until I reached the last page. I was impressed by the empty language of the Imam, from any cost or concealment, and he impressed me with the breadth of his knowledge and the breadth of his chest in his quotations from various Arab and foreign writers and in various fields. It amazes me that one of them claims that he is a scholar of religion and did not read to the Imam, and I was amazed at the capacity of religion and his ease, and how much we escaped from this capacity, closed minds and hearts
",worth reading stop reading last page empty language cost concealment breadth knowledge breadth chest various foreign various scholar religion read amazed capacity religion ease much capacity
Positive,Positive,"As if the spirit of Hallaj wore Salah Abdel Sabour to tell about his tragedy. No strong linguistic expression like this. The idea is that the dialogues are long, strong, and relatively difficult, because they are said once, so how surprising is the time, how much was it to represent the play, and if any, it needs extraordinary strength in memorization and correct pronouncement.
",spirit tell tragedy strong linguistic expression idea long strong relatively difficult surprising time much represent play extraordinary strength memorization correct pronouncement
Positive,Positive,"Good stay. The reception treats them very classically, especially a Saudi employee, who is very kind to the hotel in this person who is very classy in his dealings. There is no note
",stay reception classically employee kind person classy note
Negative,Positive,"Excellent . Everything is creative. nothing
",creative nothing
Positive,Positive,"Excellent in most respects, and a great location for providing services. Only the laundry, ironing and menu prices are faulted. Beautiful breakfast variety. But it is clear that it is prepared early, which affects the taste of some items. Only the prices for washing and ironing are too much and the internet service is difficult to obtain. I hope that this will be addressed so as not to affect the reputation of the hotel.
",great location laundry menu breakfast variety clear prepared early taste much internet service difficult obtain hope affect reputation
